,0,1,2,3,4,5,6,7
53,54,194351961,1,1681340514099603,1681340514599584,5.34361,0,1
54,55,194475137,6,1681340517599557,1681340519599674,4.62995,0,1
55,56,194386034,1,1681340518099633,1681340518099633,8.21909,0,1
56,57,194286367,1,1681340518599698,1681340522099695,7.67912,0,1
57,58,194472808,1,1681340520599713,1681340524599695,7.19881,0,1
58,59,194459810,1,1681340522599611,1681340522599611,8.72091,0,1
59,60,194405483,1,1681340525599694,1681340530099692,6.30072,0,1
60,61,194457207,1,1681340526599632,1681340527599641,9.43954,57,0
61,62,194484687,1,1681340527099684,1681340531099684,7.25938,0,1
62,63,194468137,3,1681340527599641,1681340527599641,7.23891,0,1
63,64,194481970,3,1681340528099677,1681340528099677,8.73561,0,1
64,65,194476461,1,1681340528500011,1681340530099650,6.17443,0,1
65,66,194485062,1,1681340531099640,1681340633099716,6.76426,0,1
66,67,194454979,6,1681340531599638,1681340531599638,3.90642,0,1
67,68,194335363,1,1681340534099611,1681340535099609,5.55619,0,1
68,69,194493122,1,1681340534599617,1681340726599634,5.89818,0,1
69,70,194385514,1,1681340537099714,1681340538099698,7.2961,0,1
70,71,194488900,3,1681340537599711,1681340537599711,3.20453,0,1
71,72,194465232,1,1681340541599685,1681340600599735,7.67564,0,1
72,73,194320696,1,1681340542599698,1681340545599620,8.80074,0,1
73,74,194058717,1,1681340544099660,1681340547099608,9.75656,0,1
74,75,194051999,1,1681340544599642,1681340544599642,13.32,0,1
75,76,194081180,1,1681340546599609,1681340549099610,9.51722,0,1
76,77,194525469,3,1681340548599701,1681340548599701,8.38148,0,1
77,78,194513345,1,1681340552599606,1681340554599591,12.6289,0,1
78,79,194521946,1,1681340554099595,1681340639099704,4.9493,0,1
79,80,194271402,1,1681340555599681,1681340555599681,8.18308,0,1
80,81,194544850,3,1681340564599606,1681340564599606,6.27437,0,1
81,82,194559103,1,1681340568599649,1681340568599649,7.11786,0,1
82,83,194529566,1,1681340577099464,1681340577599565,6.93234,57,0
83,84,194591577,3,1681340579099697,1681340579099697,6.93272,0,1
84,85,194497548,1,1681340583099589,1681340608099694,7.52273,0,1
85,86,194435554,1,1681340584599659,1681340585099653,5.10617,0,1
86,87,194544943,1,1681340585099646,1681340604599594,9.08738,57,0
87,88,194465046,1,1681340587099736,1681340587099736,5.86202,0,1
88,89,194489079,1,1681340590599746,1681340591099728,6.50014,0,1
89,90,193802957,1,1681340592599612,1681340696599742,9.04804,57,0
90,91,194579368,1,1681340592599703,1681340593099698,6.6817,0,1
91,92,194498779,1,1681340600099457,1681340603599628,8.10303,0,1
92,93,194621222,3,1681340604099622,1681340604099622,6.91639,0,1
93,94,194644616,3,1681340605599572,1681340606099570,5.00179,0,1
94,95,194646112,3,1681340606599782,1681340606599782,4.33191,0,1
95,96,194652406,1,1681340608099702,1681340608599689,0.0,0,1
96,97,194549380,1,1681340610099621,1681340610599604,10.3483,57,0
97,98,193218766,1,1681340616099671,1681340617099660,7.02329,0,1
98,99,194513222,6,1681340622099622,1681340877099784,7.04002,0,1
99,100,194684490,3,1681340624099620,1681340627599633,8.03323,0,1
100,101,194682672,1,1681340624099663,1681340631099838,13.542,46,0
101,102,194424266,6,1681340626599848,1681341288099899,3.61826,0,1
102,103,194671948,1,1681340626599848,1681340728099701,7.75437,0,1
103,104,194690880,3,1681340628099632,1681340634099604,3.62652,0,1
104,105,194698975,1,1681340634099717,1681340635099710,8.00681,0,1
105,106,194687691,1,1681340635599627,1681340735099639,5.70625,0,1
106,107,194695727,1,1681340636099596,1681340642099613,16.7352,46,0
107,108,194726789,1,1681340650099694,1681340651099693,4.65648,0,1
108,109,194525188,1,1681340652099583,1681340652599655,9.18128,0,1
109,110,194715520,1,1681340656099683,1681340879099762,6.83547,0,1
110,111,194661183,4,1681340658099661,1681340658599758,8.54655,0,1
111,112,194493041,6,1681340660099630,1681340926099697,7.23505,0,1
112,113,194749995,3,1681340661099713,1681340667099711,5.5741,0,1
113,114,194749996,3,1681340662099715,1681340668599719,5.46329,0,1
114,115,194564151,1,1681340662599666,1681340663599675,7.7031,0,1
115,116,194745172,1,1681340662599762,1681340663099756,7.02834,0,1
116,117,194754326,1,1681340675099651,1681340676599689,5.45621,0,1
117,118,194739759,1,1681340675099706,1681340729099766,7.96604,57,0
118,119,194695507,1,1681340687099706,1681340687599709,5.11412,0,1
119,120,194357927,1,1681340690099600,1681340724599765,7.62004,0,1
120,121,194788143,4,1681340691599543,1681340694599723,4.98551,0,1
121,122,194772347,1,1681340693599784,1681340693599784,9.89133,57,0
122,123,194817857,1,1681340709099776,1681340709599767,9.66516,57,0
123,124,194645895,1,1681340709599647,1681340713099889,12.185,0,1
124,125,194660960,1,1681340713099581,1681340716599641,12.2774,0,1
125,126,194849490,1,1681340718099615,1681340720599583,3.61366,0,1
126,127,194854530,1,1681340719099603,1681340736599643,7.89952,0,1
127,128,194398726,1,1681340722599695,1681340722599695,7.17481,0,1
128,129,194871097,1,1681340724099781,1681340742599590,6.35667,0,1
129,130,194553989,1,1681340729599641,1681340730099636,6.8566,0,1
130,131,194692770,1,1681340732099635,1681340732099635,7.08117,0,1
131,132,194883968,1,1681340740099661,1681340740599722,5.85166,0,1
132,133,194913895,4,1681340743099742,1681340755099634,4.63816,0,1
133,134,194892757,1,1681340743599576,1681340829099611,9.30973,0,1
134,135,194749531,3,1681340743599730,1681340749099730,5.60894,0,1
135,136,194913058,1,1681340745099744,1681340746599728,17.8963,57,0
136,137,194930438,1,1681340747099727,1681340747599731,0.0,0,1
137,138,194922712,1,1681340750099733,1681340772599638,7.39467,57,0
138,139,194624135,1,1681340750599736,1681340750599736,7.54654,0,1
139,140,194537227,1,1681340753099732,1681340753599733,5.25164,0,1
140,141,194884853,3,1681340756099691,1681340756599689,1.81883,0,1
141,142,194933352,6,1681340757599709,1681341033599715,6.45133,57,0
142,143,194648935,1,1681340760599660,1681340764099653,7.84252,0,1
143,144,194959412,1,1681340763599379,1681340774099638,9.66074,46,0
144,145,194790443,1,1681340764599725,1681340766099722,8.82204,0,1
145,146,194939338,3,1681340765099750,1681340765099750,4.30822,0,1
146,147,194849298,1,1681340768599710,1681340772599710,7.03905,0,1
147,148,194498893,1,1681340769599666,1681340770099662,8.36467,0,1
148,149,194936322,1,1681340770599736,1681340772099743,7.93887,57,0
149,150,194736831,1,1681340771099742,1681340771599741,6.20764,0,1
150,151,194973795,1,1681340772099705,1681340776599729,6.7867,0,1
151,152,194836014,1,1681340772599702,1681340773599655,6.77883,0,1
152,153,194966225,1,1681340775099603,1681340841099674,14.1611,46,0
153,154,194975310,1,1681340775599731,1681340779599732,7.09781,0,1
154,155,194979528,3,1681340777099662,1681340777599627,1.30096,0,1
155,156,194947222,3,1681340784099653,1681340784099653,3.39696,0,1
156,157,194905655,1,1681340790500007,1681340790599998,7.49487,0,1
157,158,194992136,1,1681340792500052,1681340793000058,7.21406,0,1
158,159,194834945,1,1681340794599618,1681340795599614,3.95408,0,1
159,160,194973034,1,1681340795000073,1681340798599930,12.6899,57,0
160,161,195030887,1,1681340803599735,1681340806099729,7.94097,0,1
161,162,194789091,1,1681340808599928,1681340808599928,7.48631,57,0
162,163,195046846,1,1681340809099727,1681340810599737,7.55583,0,1
163,164,195047273,3,1681340810599723,1681340810599723,6.38646,0,1
164,165,194948964,1,1681340814599895,1681340814599895,12.0064,0,1
165,166,194749501,1,1681340815099657,1681340815099657,7.03181,0,1
166,167,195022920,3,1681340818099663,1681340818099663,5.83787,0,1
167,168,195062769,3,1681340822599888,1681340822599888,3.9049,0,1
168,169,194954766,1,1681340823599761,1681340823599761,6.18384,0,1
169,170,194954448,1,1681340825599817,1681340826099795,6.37666,0,1
170,171,194954669,1,1681340829099718,1681340829099718,6.24233,0,1
171,172,194954670,1,1681340831099782,1681340831599734,6.08356,0,1
172,173,194955654,1,1681340831599734,1681340831599734,7.14542,0,1
173,174,194954447,1,1681340834099703,1681340834599696,5.03249,0,1
174,175,195092779,1,1681340834599696,1681340834599696,6.87471,0,1
175,176,195083676,3,1681340834599871,1681340834599871,4.31353,0,1
176,177,194970141,1,1681340835099664,1681340852599685,9.36047,0,1
177,178,195122385,1,1681340844599842,1681340844599842,8.79753,0,1
178,179,195126335,1,1681340847099788,1681340847099788,7.08683,0,1
179,180,195116592,1,1681340851099652,1681340852099653,7.1006,0,1
180,181,195130387,3,1681340853099663,1681340853099663,4.70631,0,1
181,182,195145036,3,1681340853099801,1681340857099741,6.75351,0,1
182,183,195156892,3,1681340854099796,1681340860099771,3.93345,0,1
183,184,195125168,1,1681340854599656,1681340855099657,7.50624,0,1
184,185,194985302,1,1681340854599793,1681340857099741,9.95596,0,1
185,186,194954765,1,1681340855599745,1681340859099782,8.39548,0,1
186,187,194778283,1,1681340856599738,1681340859099782,10.6394,0,1
187,188,194981828,1,1681340858099767,1681340862599766,6.23105,0,1
188,189,195153149,3,1681340858599694,1681340864099694,6.2191,0,1
189,190,194522797,1,1681340858599771,1681340861599782,8.83261,0,1
190,191,195168177,3,1681340860099771,1681340860099771,4.79363,0,1
191,192,195003176,3,1681340860599631,1681340870099610,3.96412,0,1
192,193,194954994,1,1681340861599782,1681340864099761,10.5356,0,1
193,194,194962963,3,1681340861599782,1681340861599782,5.85407,0,1
194,195,195165445,3,1681340862599694,1681340869599680,5.74614,0,1
195,196,194941079,1,1681340863099691,1681340863599690,7.15159,0,1
196,197,195150197,1,1681340865599768,1681340868599783,9.7395,0,1
197,198,195121839,3,1681340865599768,1681340865599768,4.59661,0,1
198,199,194953794,1,1681340868099673,1681340868599678,6.01375,0,1
199,200,194961633,1,1681340868599678,1681340868599678,7.522,0,1
200,201,195167285,3,1681340870599810,1681340872599809,7.27637,0,1
201,202,195192863,1,1681340873599766,1681340875599771,13.6797,0,1
202,203,195193310,1,1681340875099675,1681340877099675,8.39216,46,0
203,204,195175608,1,1681340878599672,1681340945099755,8.50385,0,1
204,205,195204085,1,1681340881599760,1681340881599760,11.7565,0,1
205,206,194972798,1,1681340883099775,1681340883599772,5.71559,0,1
206,207,195220890,3,1681340884599677,1681340891099688,5.71337,0,1
207,208,195224286,3,1681340886599730,1681340886599730,4.64177,0,1
208,209,195215903,3,1681340886599730,1681340886599730,4.43371,0,1
209,210,194971523,1,1681340887099638,1681341239099707,7.64186,0,1
210,211,195102653,1,1681340888599747,1681340893599769,12.9317,57,0
211,212,195216559,1,1681340890099752,1681340920599710,3.82504,46,0
212,213,195183658,1,1681340893599730,1681340894099720,5.48471,0,1
213,214,195241230,1,1681340894599587,1681340924599716,4.56417,46,0
214,215,195220452,1,1681340896599718,1681340897099737,5.89643,0,1
215,216,195228752,1,1681340899599758,1681340900099488,5.66728,0,1
216,217,195222172,1,1681340901099643,1681340901599650,6.34469,0,1
217,218,195239396,1,1681340902099715,1681340902099715,6.90763,0,1
218,219,195240612,1,1681340903099605,1681340903598102,12.3002,46,0
219,220,195244682,1,1681340905099646,1681340906099695,11.4877,46,0
220,221,195236968,1,1681340907099558,1681340945099755,5.38306,0,1
221,222,195262435,1,1681340908599702,1681340908599702,8.77465,0,1
222,223,195264333,1,1681340910099750,1681340983099648,4.35188,0,1
223,224,195253576,1,1681340917099553,1681340918099630,7.29504,0,1
224,225,194984901,1,1681340917599737,1681340948099654,5.04642,0,1
225,226,195284898,1,1681340917599737,1681340918099734,8.62965,0,1
226,227,195285748,3,1681340920099511,1681340920099511,6.40618,0,1
227,228,195193764,4,1681340923599744,1681340924099745,6.74299,0,1
228,229,195205206,3,1681340927099656,1681340933599627,3.70087,0,1
229,230,195297719,1,1681340927599744,1681340927599744,7.82573,0,1
230,231,195311138,1,1681340933099711,1681340986099642,6.36244,0,1
231,232,195343070,4,1681340944099580,1681340974599567,5.97876,0,1
232,233,195169570,1,1681340945599927,1681340945599927,9.16054,0,1
233,234,195350111,6,1681340947099659,1681340950099633,4.88843,0,1
234,235,195265379,4,1681340950099633,1681340966099738,10.8125,0,1
235,236,195224077,1,1681340953099704,1681340953599698,17.5893,0,1
236,237,195147817,1,1681340956599715,1681340957099712,7.11152,0,1
237,238,195336231,1,1681340957599632,1681340958599597,6.14703,0,1
238,239,195158199,1,1681340959099678,1681340959099678,6.8181,0,1
239,240,195357350,4,1681340960099734,1681341066099592,6.01463,0,1
240,241,195164845,1,1681340960599695,1681340961099697,7.36483,0,1
241,242,195359800,1,1681340965099629,1681340982599688,7.70201,0,1
242,243,195260502,1,1681340965099684,1681340965599684,5.29107,0,1
243,244,195390693,1,1681340969599684,1681340969599684,9.58587,0,1
244,245,195419256,4,1681340976099520,1681341045599772,2.72626,0,1
245,246,195223303,1,1681340978599627,1681340979099626,5.99857,0,1
246,247,195421406,3,1681340979599684,1681340979599684,6.68758,0,1
247,248,195417332,3,1681340980099685,1681340997599647,1.47301,0,1
248,249,195277154,1,1681340981099661,1681340984599709,8.07421,0,1
249,250,195103504,1,1681340981599686,1681340982099681,5.77179,0,1
250,251,195233279,3,1681340982599648,1681340988099647,4.89431,0,1
251,252,195180582,1,1681340983099819,1681340983599823,7.8709,0,1
252,253,195417182,3,1681340983599701,1681340996099709,3.18852,0,1
253,254,195261419,1,1681340985099712,1681340985599712,5.20623,0,1
254,255,195367955,1,1681340986599829,1681340987599823,7.65251,57,0
255,256,195183529,1,1681340987099829,1681340987599823,7.40924,0,1
256,257,195264553,1,1681340988099635,1681340988099635,6.90989,0,1
257,258,195193472,1,1681340990099671,1681340992599692,3.26458,0,1
258,259,195438946,3,1681340990099699,1681340996099709,4.21833,0,1
259,260,195098883,1,1681340990599682,1681340992599692,14.0725,0,1
260,261,195313953,1,1681340991599616,1681340991599616,5.92192,0,1
261,262,195383714,3,1681340993599713,1681340999599709,4.88449,0,1
262,263,195449301,3,1681340994599827,1681340994599827,6.11851,0,1
263,264,195436246,1,1681340999599709,1681341003599644,7.00311,0,1
264,265,195392101,4,1681340999599925,1681341525099644,1.20625,57,0
265,266,195466891,1,1681341001599662,1681341001599662,9.97358,0,1
266,267,195392635,1,1681341003099632,1681341003099632,7.36033,0,1
267,268,195471416,1,1681341006099657,1681341006099657,10.6409,0,1
268,269,195483019,1,1681341007599636,1681341007599636,7.36355,0,1
269,270,195477750,1,1681341008599805,1681341071599762,8.74115,0,1
270,271,195424879,3,1681341011099828,1681341011099828,2.55225,0,1
271,272,195493059,3,1681341013099561,1681341020599606,4.07347,0,1
272,273,195445212,6,1681341013599797,1681341204099771,3.33747,57,0
273,274,195465296,1,1681341015099789,1681341015599672,5.37184,0,1
274,275,195471417,1,1681341017099693,1681341017599796,5.97341,0,1
275,276,195500808,1,1681341019599674,1681341020599669,7.70939,0,1
276,277,195487215,1,1681341019599674,1681341020099669,6.67133,0,1
277,278,195108348,1,1681341021099628,1681341022599903,5.72926,0,1
278,279,195492193,1,1681341021599654,1681341022099654,6.66056,0,1
279,280,195120331,1,1681341022599650,1681341024099651,4.53739,0,1
280,281,195492180,1,1681341028099638,1681341061099806,9.80172,0,1
281,282,195517407,1,1681341029599768,1681341102599655,5.11547,0,1
282,283,195075104,1,1681341030599600,1681341031099587,5.49251,0,1
283,284,195509288,1,1681341031099621,1681341041599319,11.6925,46,0
284,285,195492839,1,1681341042099804,1681341042599803,4.81299,0,1
285,286,195567494,4,1681341043099774,1681341054599842,1.21095,0,1
286,287,195573679,6,1681341045599772,1681341050099776,0.079317,0,1
287,288,195519830,1,1681341046599759,1681341048099762,6.24939,0,1
288,289,195512627,1,1681341049599817,1681341070599748,7.10797,57,0
289,290,195542721,1,1681341052599854,1681341053099833,7.78114,0,1
290,291,195476173,3,1681341065099814,1681341065099814,2.84093,0,1
291,292,195629248,3,1681341072599830,1681341072599830,6.67721,0,1
292,293,195622444,1,1681341073099700,1681341074099863,9.84561,0,1
293,294,195473106,1,1681341073599854,1681341073599854,6.87975,0,1
294,295,195528204,1,1681341074099820,1681341074099820,10.7935,0,1
295,296,195625337,1,1681341074599874,1681341075099883,8.90928,0,1
296,297,195579054,1,1681341076099879,1681341076099879,6.85227,0,1
297,298,195626591,1,1681341076099908,1681341104099639,5.63831,0,1
298,299,195507885,1,1681341076599915,1681341156599635,11.1683,0,1
299,300,195533757,1,1681341081599854,1681341082099855,6.56978,0,1
300,301,195574143,1,1681341083099864,1681341085099874,5.06093,0,1
301,302,195658202,1,1681341089099846,1681341089099846,7.62952,0,1
302,303,195663665,3,1681341090599686,1681341097599649,5.30206,0,1
303,304,195388165,1,1681341095599818,1681341098599673,8.71702,0,1
304,305,195334886,1,1681341095599856,1681341095599856,10.4867,0,1
305,306,195677669,3,1681341099599653,1681341104099639,6.00987,0,1
306,307,195112895,1,1681341101099855,1681341101099855,8.51691,0,1
307,308,195608486,1,1681341102099812,1681341105099782,8.07397,0,1
308,309,195496846,1,1681341102099852,1681341102099852,8.06511,0,1
309,310,195698807,1,1681341103599815,1681341106099788,10.9068,0,1
310,311,195705745,1,1681341105599784,1681341105599784,12.757,0,1
311,312,195202809,1,1681341110099754,1681341110099754,6.66163,0,1
312,313,195602807,3,1681341113099806,1681341122099830,2.64551,0,1
313,314,195484159,3,1681341115099776,1681341115099776,7.61166,0,1
314,315,195723961,1,1681341116599824,1681341211599754,7.92114,0,1
315,316,195413281,1,1681341117099756,1681341120099808,8.44712,0,1
316,317,195739557,3,1681341120099599,1681341144099619,5.60994,0,1
317,318,195739689,3,1681341125099774,1681341125099774,4.68991,0,1
318,319,195741084,1,1681341125099834,1681341125599697,7.34674,0,1
319,320,195750046,1,1681341131599605,1681341149599647,5.77458,46,0
320,321,195766145,1,1681341135599694,1681341135599694,8.10036,0,1
321,322,195765328,1,1681341138099687,1681341140099620,7.13562,0,1
322,323,195770779,1,1681341138599780,1681341139099691,8.40183,0,1
323,324,195330908,6,1681341139599752,1681341391599832,6.57282,57,0
324,325,195778404,1,1681341140099620,1681341140599618,9.34725,0,1
325,326,195770790,1,1681341145099622,1681341221099745,10.3837,46,0
326,327,195767745,6,1681341146599633,1681341196599770,10.5011,46,0
327,328,195788028,1,1681341146599815,1681341147099619,9.0837,0,1
328,329,195784545,1,1681341147599784,1681341149099787,8.63375,0,1
329,330,195568462,1,1681341148599734,1681341148599734,9.36032,0,1
330,331,195801120,1,1681341149099615,1681341164599788,9.02762,46,0
331,332,195520909,1,1681341153099727,1681341159099677,10.7696,57,0
332,333,195794177,1,1681341153099815,1681341215099749,6.71272,0,1
333,334,195722714,1,1681341154599736,1681341154599736,9.06861,0,1
334,335,195624850,1,1681341157599736,1681341158099730,8.03095,0,1
335,336,195826637,1,1681341161099698,1681341162599589,12.338,46,0
336,337,195590857,1,1681341161599710,1681341162099726,6.09437,0,1
337,338,195845826,1,1681341169099766,1681341211599754,11.2083,46,0
338,339,195826638,1,1681341170099609,1681341178099834,12.5753,46,0
339,340,195750231,3,1681341175599711,1681341175599711,4.63967,0,1
340,341,195723040,3,1681341182599721,1681341182599721,6.93469,0,1
341,342,195861682,1,1681341183599752,1681341185099767,5.25866,0,1
342,343,195823137,4,1681341184599715,1681341186099717,4.75115,0,1
343,344,195858536,3,1681341188599697,1681341188599697,7.77575,0,1
344,345,195704236,1,1681341190099761,1681341190599389,5.94369,0,1
345,346,195785852,1,1681341191599468,1681341192099771,7.2367,0,1
346,347,195694789,1,1681341194099798,1681341194599741,5.67686,0,1
347,348,195898098,1,1681341201099733,1681341202599733,5.58698,0,1
348,349,195769351,1,1681341201599788,1681341202599783,5.38942,0,1
349,350,195800899,1,1681341202099774,1681341203099777,7.52892,0,1
350,351,195909205,3,1681341203099693,1681341203099693,4.2685,0,1
351,352,195736019,1,1681341203599782,1681341313099613,2.88997,46,0
352,353,195805935,1,1681341204599734,1681341209599698,12.5994,0,1
353,354,195920024,1,1681341208599754,1681341229599610,2.67317,46,0
354,355,195379952,4,1681341209099726,1681341209599698,6.68708,0,1
355,356,195913562,3,1681341209599698,1681341209599698,3.54554,0,1
356,357,195842918,1,1681341210599686,1681341210599686,10.5352,0,1
357,358,195758740,1,1681341213099811,1681341218099774,5.5362,0,1
358,359,195952581,7,1681341216099620,1681341260599586,0.0,46,0
359,360,195954348,7,1681341216599648,1681341259599560,0.0,46,0
360,361,195846695,1,1681341216599751,1681341216599751,8.12739,0,1
361,362,195907704,3,1681341220599733,1681341220599733,4.95812,0,1
362,363,195957404,3,1681341223099727,1681341228599725,7.50484,0,1
363,364,195688216,1,1681341223599787,1681341223599787,13.8633,0,1
364,365,195808793,3,1681341227099738,1681341233099723,3.8775,0,1
365,366,195765860,1,1681341228099728,1681341228599737,6.06537,0,1
366,367,195970474,3,1681341231099735,1681341231099735,6.10829,0,1
367,368,195798903,1,1681341233599754,1681341233599754,8.13593,0,1
368,369,195762093,1,1681341234099678,1681341235099672,8.44844,0,1
369,370,195688884,1,1681341238099660,1681341264599713,6.62108,0,1
370,371,195842382,1,1681341238099728,1681341242599741,6.28143,0,1
371,372,195954639,1,1681341241599650,1681341242099649,7.9691,57,0
372,373,195862536,1,1681341243599910,1681341244099659,6.24399,0,1
373,374,195996367,1,1681341244599914,1681341309599735,11.8224,0,1
374,375,196002577,1,1681341247099657,1681341248099866,7.85974,0,1
375,376,196008744,1,1681341248099866,1681341248099866,8.67419,0,1
376,377,196011040,1,1681341249099885,1681341328599788,8.26509,0,1
377,378,196001909,1,1681341250099593,1681341269099908,4.18151,46,0
378,379,196025134,1,1681341252099727,1681341255099707,10.0819,0,1
379,380,196024936,1,1681341253599880,1681341253599880,9.15585,0,1
380,381,196023359,1,1681341254599879,1681341255599880,8.76396,0,1
381,382,196041571,3,1681341261099656,1681341261099656,7.32677,0,1
382,383,196040258,1,1681341262099893,1681341331099746,9.33192,0,1
383,384,196023550,1,1681341270099584,1681341271599434,5.33246,0,1
384,385,195881572,1,1681341272599621,1681341273099620,6.76617,0,1
385,386,196050326,1,1681341275099881,1681341317599578,7.78545,0,1
386,387,195875341,1,1681341275599610,1681341276599716,6.57785,0,1
387,388,196101199,1,1681341287099612,1681341288099627,7.4887,0,1
388,389,196053322,1,1681341290099648,1681341291599655,13.0647,0,1
389,390,196070410,6,1681341292099876,1681341570099699,6.92848,0,1
390,391,196036692,1,1681341297599632,1681341297599632,16.352,0,1
391,392,196117562,1,1681341306599620,1681341406599582,8.54294,0,1
392,393,196140241,1,1681341307599852,1681341308099854,8.04527,0,1
393,394,195929925,1,1681341310099951,1681341310099951,7.3336,0,1
394,395,196154056,3,1681341312099809,1681341312099809,6.35094,0,1
395,396,196137671,1,1681341315099869,1681341315099869,9.60503,0,1
396,397,195973191,3,1681341323599702,1681341330099774,5.48122,0,1
397,398,196154463,1,1681341326099684,1681341327099685,8.48099,0,1
398,399,196075916,1,1681341327099693,1681341327099693,8.95729,0,1
399,400,196190055,3,1681341327099894,1681341327099894,5.49671,0,1
400,401,196192297,3,1681341328099906,1681341332599878,5.85196,0,1
401,402,195900290,1,1681341328599725,1681341329099727,5.23355,0,1
402,403,196037877,1,1681341329099903,1681341573099606,6.65512,0,1
403,404,195732301,1,1681341329099903,1681341333099875,7.21164,0,1
404,405,196193199,1,1681341331099686,1681341423099684,2.39393,46,0
405,406,196185710,1,1681341331599889,1681341422599696,5.67707,0,1
406,407,196206473,3,1681341334599666,1681341334599666,2.81366,0,1
407,408,196038216,3,1681341335099659,1681341335099659,3.2025,0,1
408,409,196063395,1,1681341336599754,1681341336599754,7.36216,0,1
409,410,196207506,3,1681341337099631,1681341337099631,4.15268,0,1
410,411,196165719,1,1681341342599677,1681341344599675,5.3832,0,1
411,412,196225697,3,1681341345599682,1681341345599682,4.70772,0,1
412,413,196041253,1,1681341346099852,1681341347599873,3.73274,0,1
413,414,196208226,1,1681341349099641,1681341349099641,8.96361,0,1
414,415,196244419,1,1681341350599745,1681341353099754,11.1892,0,1
415,416,195983101,1,1681341351099654,1681341354599657,8.43521,0,1
416,417,195881571,4,1681341357099660,1681341359599662,9.34816,0,1
417,418,196257158,1,1681341357099748,1681341360599738,8.2062,0,1
418,419,196250326,3,1681341357599657,1681341365599642,4.21131,0,1
419,420,196165510,1,1681341358599661,1681341361099661,10.6554,0,1
420,421,196260241,1,1681341358599727,1681341369599658,9.35301,0,1
421,422,196039609,1,1681341358599811,1681341359099872,5.38078,0,1
422,423,196254543,1,1681341360099865,1681341360099865,6.04842,0,1
