,0,1,2,3,4,5,6
140,141,196159556,2,1681341309.5997,1681341324.0997,2.268,0
141,142,196159793,2,1681341338.5998,1681341346.5999,2.0517,0
142,143,196159793,2,1681341376.0998,1681341385.5997,2.4415,0
143,144,196159793,2,1681341398.5998,1681341409.5997,2.4054,0
144,145,196159793,2,1681341454.5997,1681341468.0997,-3.0137,0
145,146,195955862,2,1681341217.5998,1681341522.0997,2.6044,0
146,147,195858747,2,1681341183.5999,1681341205.5998,-1.8329,0
147,148,195858747,2,1681341229.5998,1681341249.5997,2.1889,0
148,149,195858747,2,1681341262.0999,1681341271.0999,-1.6069,0
149,150,196253133,2,1681341361.5997,1681341368.5997,-0.7801,0
150,151,196038216,3,1681341286.5996,1681341337.5996,0.2929,0
151,152,196076980,2,1681341274.5998,1681341315.0998,-1.3616,0
152,153,195970923,2,1681341224.0997,1681341228.5997,2.6923,0
153,154,195970923,2,1681341248.5999,1681341271.5997,-2.5365,0
154,155,196477506,3,1681341452.5997,1681341459.5997,3.1091,11
155,156,196067134,3,1681341274.0998,1681341287.5998,0.48,0
156,157,196095770,2,1681341283.0997,1681341325.5998,-0.5369,108
157,158,196441885,2,1681341465.5997,1681341479.0997,1.5332,0
158,159,196331696,2,1681341384.5999,1681341410.0998,-0.3152,0
159,160,196258568,3,1681341360.0997,1681341362.0997,2.4199,92
160,161,200437739,2,1681343017.5997,1681343062.0993,-0.899,0
161,162,200630216,2,1681343073.5997,1681343082.0997,-2.2622,0
162,163,200884720,2,1681343174.0997,1681343215.5997,1.2308,0
163,164,200305042,3,1681342945.5997,1681343046.5998,-0.6123,0
164,165,200659543,3,1681343077.0996,1681343078.0998,-3.0598,0
165,166,200538761,2,1681343052.0997,1681343079.0997,2.8222,0
166,167,200511693,2,1681343022.0998,1681343040.5996,2.7768,0
167,168,204756884,3,1681344871.0998,1681344885.0996,-0.7451,0
168,169,204680238,2,1681344840.5998,1681344902.0997,2.527,0
169,170,204469148,3,1681344769.0996,1681344832.5997,1.3098,0
170,171,204667914,2,1681344827.0998,1681344842.5997,0.5693,0
171,172,204646772,2,1681344831.5997,1681344863.5998,0.284,0
172,173,204646772,2,1681344875.5999,1681344883.0998,2.4538,0
173,174,204646772,2,1681344961.5999,1681344970.5998,2.6446,0
174,175,204646772,2,1681345031.0996,1681345046.5996,2.9525,0
175,176,204646772,2,1681345075.0996,1681345089.0997,2.9274,0
176,177,204646772,2,1681345143.5996,1681345161.5996,2.9849,0
177,178,204643808,2,1681344824.5998,1681344854.5998,2.9652,0
178,179,203831962,2,1681344481.0998,1681344565.0997,-0.5684,0
179,180,203831962,2,1681344584.5996,1681344632.0997,-1.5242,0
180,181,203831962,2,1681344754.0997,1681344787.0997,-1.5242,0
181,182,204527698,3,1681344775.5997,1681344807.0998,-0.0169,0
182,183,204819329,3,1681344892.0997,1681344923.5998,-1.92,0
183,184,204625627,2,1681344821.0997,1681344827.0997,1.678,0
184,185,204625627,2,1681344912.5999,1681344929.5997,-1.5009,0
185,186,204718275,3,1681344862.5998,1681344866.5998,2.5763,86
186,187,204583923,3,1681344798.0995,1681344836.5996,-2.3935,0
187,188,204798070,3,1681344878.5996,1681344916.0995,-0.6768,0
188,189,204871875,2,1681344910.5997,1681344946.0997,-1.6943,0
189,190,208242087,2,1681346173.0998,1681346201.5996,1.7661,0
190,191,208242658,2,1681346154.0998,1681346196.0996,2.8833,0
191,192,208564973,2,1681346268.0996,1681346308.5997,-2.1449,0
192,193,208564371,3,1681346264.5996,1681346313.5997,-2.2313,0
193,194,208564371,3,1681346338.0996,1681346355.5997,-2.636,0
194,195,208564371,3,1681346369.0998,1681346377.5997,0.2209,0
195,196,208704184,2,1681346333.0997,1681346344.0996,-1.7497,0
196,197,208564341,2,1681346271.0997,1681346274.5996,-0.2814,0
197,198,208266712,2,1681346167.5998,1681346209.5998,-0.4795,0
198,199,208190502,2,1681346183.0996,1681346193.5996,-1.61,0
199,200,208629682,2,1681346286.5997,1681346377.5997,2.7099,0
200,201,208268734,3,1681346167.0997,1681346172.0998,2.5688,0
201,202,208269000,2,1681346173.5998,1681346179.5997,-0.4065,0
202,203,208709620,2,1681346314.5998,1681346364.5996,-0.5625,0
203,204,208528961,2,1681346266.0006,1681346332.0000,-2.1134,0
204,205,208342669,2,1681346195.0996,1681346208.5997,0.0752,0
205,206,208652021,2,1681346302.0997,1681346324.5996,0.6794,0
206,207,208397817,2,1681346206.5997,1681346284.5996,-0.6308,0
207,208,208432888,3,1681346218.5997,1681346235.0998,2.8812,0
208,209,208575353,3,1681346268.0996,1681346279.5997,2.7341,0
209,210,208708135,2,1681346342.5996,1681346353.0997,2.84,0
210,211,212037947,2,1681347494.0997,1681347534.0997,-1.8104,0
211,212,212190432,2,1681347538.0997,1681347545.0996,2.7765,0
212,213,212190432,2,1681347559.5996,1681347572.0996,1.6732,0
213,214,212095923,2,1681347512.0997,1681347551.0996,-0.6989,0
214,215,212049034,2,1681347491.0997,1681347534.5997,-0.5314,0
215,216,212325626,3,1681347589.0996,1681347638.0996,-2.2947,0
216,217,212341434,2,1681347602.5998,1681347622.5998,-2.445,0
217,218,212099999,2,1681347508.5997,1681347602.5998,-2.3173,0
218,219,212219401,2,1681347547.5997,1681347608.5996,-1.7268,0
219,220,212319163,2,1681347586.0999,1681347634.5998,-2.1411,0
220,221,212311964,2,1681347591.0996,1681347616.5998,0.9494,0
221,222,212331534,2,1681347602.5998,1681347615.5998,-2.2347,0
222,223,212430357,2,1681347628.0997,1681347646.5998,-0.7364,0
223,224,212372626,2,1681347605.0996,1681347615.0998,0.0841,0
224,225,212072229,2,1681347521.0996,1681347528.0996,1.3645,0
225,226,212322003,2,1681347608.5996,1681347613.0999,-2.1587,0
226,227,214736997,2,1681348560.0997,1681348576.0996,-0.7019,0
227,228,214810728,2,1681348587.5997,1681348615.5996,1.1699,0
228,229,214691676,2,1681348539.5997,1681348563.5997,2.372,0
229,230,214659251,2,1681348524.5997,1681348553.5997,1.8737,0
230,231,216853441,3,1681349449.5997,1681349505.5996,0.2081,0
231,232,216904693,3,1681349466.5997,1681349495.0996,1.405,0
232,233,217130109,2,1681349584.5996,1681349618.0998,0.4282,0
233,234,217322116,2,1681349642.5999,1681349662.0998,-1.0384,0
234,235,217114929,2,1681349550.5997,1681349602.0996,1.5097,0
235,236,217223023,2,1681349607.0998,1681349619.5999,0.5302,0
236,237,217101825,2,1681349547.0997,1681349566.0998,-0.3834,0
237,238,216832025,3,1681349438.5996,1681349497.0996,0.1693,0
238,239,217359933,2,1681349680.5999,1681349733.5998,0.9943,0
239,240,217161674,3,1681349579.0997,1681349588.5997,-0.9061,0
240,241,217839557,2,1681349875.5992,1681349891.0997,-1.6875,0
241,242,217889738,3,1681349886.0996,1681349971.5997,-1.8572,0
242,243,217969843,2,1681349922.5997,1681349971.0997,-1.1297,0
243,244,217791083,2,1681349842.0997,1681349868.5997,-0.22,0
244,245,217916581,2,1681349892.5997,1681349928.0998,-2.3491,0
245,246,217906419,2,1681349894.0997,1681349914.0997,0.4945,0
246,247,217882860,2,1681349877.5998,1681349908.0998,2.4235,0
247,248,217965301,2,1681349918.0997,1681349946.5997,2.844,0
248,249,217880637,2,1681349904.0997,1681349936.5998,-2.2373,0
249,250,217936455,2,1681349926.0998,1681349945.5996,2.5732,0
250,251,217639627,2,1681349811.5998,1681349829.0997,-0.4308,0
251,252,218081773,2,1681349982.5999,1681350081.5997,2.9457,0
252,253,217655484,2,1681349785.5998,1681349823.0998,2.6342,0
253,254,217748520,2,1681349827.0997,1681349833.0997,-1.0142,66
254,255,229918249,3,1681355212.0997,1681355241.0995,-0.447,0
255,256,229853420,2,1681355201.0998,1681355227.5999,-0.7718,0
256,257,229858948,3,1681355187.0998,1681355205.0998,1.2114,0
257,258,229691029,3,1681355160.5997,1681355177.5997,-2.6206,0
258,259,229631681,2,1681355094.0997,1681355119.5998,-2.3344,0
259,260,229899545,2,1681355204.0999,1681355263.5997,-0.8063,0
260,261,230302827,2,1681355384.0996,1681355436.5997,1.1061,0
261,262,230060755,3,1681355272.0998,1681355327.5997,2.8506,0
262,263,230008307,3,1681355257.0997,1681355276.0997,1.5759,0
263,264,230326908,3,1681355399.5997,1681355477.5997,1.2227,0
264,265,230078309,2,1681355311.0997,1681355360.0997,1.5031,0
265,266,230379989,2,1681355431.5998,1681355513.5997,0.616,0
266,267,230159954,2,1681355316.5999,1681355328.6000,1.1439,0
267,268,230251436,2,1681355356.5997,1681355412.0997,1.506,0
268,269,230301748,3,1681355382.0997,1681355395.0997,2.0305,0
269,270,235938267,2,1681357743.5998,1681357776.0998,2.7428,0
270,271,236133151,2,1681357821.5996,1681357871.5996,2.7366,0
271,272,236029261,3,1681357792.0998,1681357839.5998,2.2205,0
272,273,235897608,2,1681357751.5999,1681357762.5998,-2.7569,0
273,274,236182940,3,1681357849.0996,1681357862.5996,2.4371,0
274,275,236190703,2,1681357842.0998,1681357866.5998,2.9109,0
275,276,239311418,2,1681359091.5997,1681359112.0997,-0.6326,0
276,277,239243523,3,1681359054.5997,1681359069.0997,-1.884,108
277,278,239180536,2,1681359029.5998,1681359051.5998,-0.5064,0
278,279,239120212,3,1681359008.5996,1681359038.0996,-0.4911,0
279,280,238341916,2,1681358710.0997,1681360114.0997,-2.1567,0
280,281,239202899,2,1681359040.5998,1681359046.0997,-0.5767,0
281,282,239156408,2,1681359021.5997,1681359064.0998,-1.2255,0
282,283,239093398,3,1681359010.5997,1681359022.0998,2.7143,0
283,284,239138647,3,1681359013.0996,1681359024.5997,0.2453,0
284,285,239335987,3,1681359095.0997,1681359128.5996,-0.4471,0
285,286,239217581,3,1681359051.0997,1681359074.0996,-0.0124,0
286,287,239336914,2,1681359094.0996,1681359117.5996,2.0048,0
287,288,239103934,3,1681358999.0996,1681359030.0996,-0.0808,0
288,289,239286413,3,1681359090.5998,1681359176.5998,-2.5705,0
289,290,238805877,3,1681358905.0997,1681358979.0998,2.7009,0
290,291,239011013,3,1681358963.0997,1681358989.0996,0.946,0
291,292,238978546,2,1681358950.5997,1681358968.0997,-0.7689,0
292,293,239105410,2,1681359013.0998,1681359033.5998,1.1949,0
293,294,239100396,2,1681359007.0997,1681359015.5997,2.7119,0
294,295,249752675,2,1681363376.5998,1681363403.5998,-0.8759,0
295,296,249546514,3,1681363290.0998,1681363347.5999,-1.2787,0
296,297,249608976,2,1681363307.5998,1681363358.5999,-0.8975,0
297,298,249744322,2,1681363415.0998,1681363446.5997,-0.7912,0
298,299,249822304,3,1681363433.0997,1681363452.5997,2.472,0
299,300,249808212,2,1681363405.0997,1681363425.5996,2.8559,0
300,301,249591265,2,1681363299.5998,1681363325.5999,-0.6688,0
301,302,249857818,2,1681363417.0998,1681363468.0997,2.5466,0
302,303,249752553,2,1681363372.5997,1681363378.0998,-0.6502,0
303,304,250361563,2,1681363644.5998,1681363667.5998,2.379,0
304,305,250056666,2,1681363505.0998,1681363613.0997,-2.4757,0
305,306,250239216,3,1681363593.0997,1681363640.5998,1.1187,0
306,307,250548125,2,1681363725.0996,1681363756.5995,2.14,0
307,308,250568212,2,1681363734.0998,1681363796.0998,0.4079,0
308,309,250509641,2,1681363708.0996,1681363729.0999,2.3234,0
309,310,250449993,3,1681363684.0996,1681363699.0999,-0.2625,0
310,311,250327555,2,1681363627.5998,1681363649.5998,2.5619,0
311,312,250540985,2,1681363721.5996,1681363731.0996,2.816,90
312,313,250516086,2,1681363709.5999,1681363733.0998,2.5854,0
313,314,250388053,2,1681363659.0996,1681363668.5997,2.7488,0
314,315,250512621,3,1681363720.0998,1681363726.5997,-1.0862,0
315,316,251946108,2,1681364367.5998,1681364411.5999,1.5296,0
316,317,251858480,2,1681364328.0999,1681364350.5998,2.6454,0
317,318,251956885,3,1681364368.0996,1681364378.5998,-0.3432,92
318,319,251787723,2,1681364301.0997,1681364330.0997,-0.6391,0
319,320,251991683,2,1681364385.0996,1681364410.0997,2.0865,0
320,321,251836638,2,1681364318.5997,1681364334.0997,-2.24,0
321,322,251787086,2,1681364294.0997,1681364307.0997,0.9212,0
322,323,251839097,2,1681364321.0997,1681364324.0997,-0.1093,0
323,324,256261195,2,1681366228.5998,1681366236.0997,-0.4419,0
324,325,253483877,3,1681365047.0998,1681366609.0998,1.1196,0
325,326,256254254,2,1681366232.0997,1681366256.5996,2.8255,0
326,327,255983249,2,1681366130.5998,1681366204.5985,0.7043,0
327,328,256321597,3,1681366277.0997,1681366301.0998,-2.0792,0
328,329,256496611,2,1681366323.5998,1681366324.0997,-0.7746,0
329,330,256496611,2,1681366325.0997,1681366335.0996,2.2836,0
330,331,256373421,2,1681366270.5997,1681366282.5997,1.0701,0
331,332,256127095,2,1681366170.5997,1681366183.5997,2.5475,0
332,333,256304479,2,1681366242.0996,1681366255.0998,2.5761,0
333,334,265680947,3,1681370346.0998,1681370386.5998,2.5597,0
334,335,265694528,3,1681370362.0995,1681370420.0996,1.0487,0
335,336,265706423,3,1681370334.5998,1681370342.0000,0.6577,0
336,337,265556587,3,1681370270.5997,1681370378.0997,1.2981,0
337,338,265692594,2,1681370326.0997,1681370365.0997,-2.5699,0
338,339,265728981,3,1681370345.0997,1681370353.0997,2.6171,0
339,340,265636567,2,1681370301.5997,1681370336.0996,0.2523,0
340,341,266554469,2,1681370699.0997,1681370735.0997,1.4562,0
341,342,266485776,2,1681370675.0998,1681370703.0997,-1.011,12
342,343,266549617,2,1681370696.5996,1681370720.0997,1.4696,0
343,344,266590177,2,1681370713.0997,1681370713.5997,1.1861,0
344,345,266639261,3,1681370753.0998,1681370757.5997,-0.2852,0
345,346,266641952,2,1681370733.5997,1681370738.5996,-2.4378,0
346,347,198575979,2,1681342306.0997,1681342315.0996,0.7824,0
347,348,198153701,2,1681342230.0996,1681342274.0996,1.3754,0
348,349,198645939,2,1681342313.5997,1681342329.5998,-1.0561,0
349,350,198365912,3,1681342217.5997,1681342274.5998,1.2127,0
350,351,198494276,2,1681342264.0996,1681342307.5996,0.5194,0
351,352,198563823,3,1681342288.0996,1681342331.5997,-2.0322,0
352,353,198427390,2,1681342235.5996,1681342257.0996,2.6581,0
353,354,198318937,3,1681342193.5994,1681342235.5997,1.4309,0
354,355,198521542,2,1681342276.5997,1681342317.0996,1.0634,0
355,356,198625740,2,1681342308.0996,1681342333.0997,2.3424,0
356,357,198407823,2,1681342226.5999,1681342261.5996,-2.7915,0
357,358,198569091,3,1681342297.0997,1681342305.5997,0.5804,0
358,359,198357267,2,1681342216.0999,1681342263.6000,-2.401,0
359,360,198492542,3,1681342260.1000,1681342283.1000,2.5911,0
360,361,198379594,3,1681342229.5999,1681342242.1000,-2.1542,0
361,362,198396942,2,1681342224.5998,1681342231.0996,-0.5527,0
362,363,202655521,2,1681343978.0998,1681344061.5998,2.6649,0
363,364,202694208,2,1681343999.5998,1681344043.0996,2.9295,0
364,365,202938291,3,1681344098.0998,1681344111.0998,3.007,0
365,366,202563360,2,1681343945.5996,1681343948.0998,2.0522,0
366,367,202438349,2,1681344082.0996,1681344107.5996,-1.9376,0
367,368,202845497,2,1681344062.5996,1681344163.5997,-1.3905,0
368,369,202831694,2,1681344054.0997,1681344088.5998,-2.2585,0
369,370,202924695,2,1681344101.5998,1681344120.0998,-2.1096,90
370,371,202618425,3,1681343971.5999,1681344001.0998,0.0281,0
371,372,202807171,2,1681344039.0996,1681344099.0996,-0.4571,0
372,373,202675041,3,1681343994.5996,1681344019.0996,-1.4326,0
373,374,202790895,3,1681344046.0997,1681344052.5997,2.8247,0
374,375,202727326,2,1681344016.5997,1681344030.5998,2.5939,90
375,376,202898605,2,1681344076.5997,1681344107.0996,-2.035,0
376,377,206122846,2,1681345378.0995,1681345468.0997,-0.2007,0
377,378,206372198,2,1681345457.5997,1681345471.0998,-1.1532,0
378,379,205992361,2,1681345331.5996,1681345387.5997,2.4398,0
379,380,205992361,2,1681345407.5996,1681345442.5997,-0.4085,0
380,381,205992361,2,1681345494.5997,1681345512.5997,1.1096,0
381,382,206571559,3,1681345540.0996,1681345553.0996,-0.4739,0
382,383,206400226,2,1681345484.0994,1681345529.0998,-1.8366,0
383,384,206529605,2,1681345530.0997,1681345533.5997,-1.6921,0
384,385,206524622,3,1681345513.5996,1681345546.0998,2.6529,0
385,386,206295227,3,1681345439.5997,1681345457.5999,1.8426,0
386,387,205992368,2,1681345372.5997,1681345374.5997,0.1928,0
387,388,205992368,2,1681345393.5996,1681345401.0996,2.3928,0
388,389,205992368,2,1681345427.0996,1681345443.0997,-2.3423,0
389,390,205992368,2,1681345446.5997,1681345481.5997,-2.9127,0
390,391,206408297,2,1681345478.0998,1681345486.0998,2.9177,0
391,392,206280453,2,1681345460.0996,1681345518.5997,1.0246,0
392,393,206668281,2,1681345562.0997,1681345577.5997,2.2881,0
393,394,206218331,2,1681345411.5996,1681345464.0998,2.8932,0
394,395,210316349,2,1681346902.0997,1681346941.5996,2.7236,0
395,396,210359308,2,1681346913.5996,1681346917.5996,0.0648,0
396,397,210347363,2,1681346923.5996,1681346929.0997,-2.4794,0
397,398,210082836,2,1681346891.5998,1681346929.0999,-1.8869,0
398,399,210305492,2,1681346894.0996,1681346900.5997,2.7934,0
399,400,210125950,2,1681346877.5997,1681346902.0997,2.9711,0
400,401,210305306,2,1681346898.0997,1681346987.0998,-0.6733,0
401,402,210369299,2,1681346919.0999,1681346954.5998,-0.3308,0
402,403,210502316,2,1681346958.0997,1681346961.5997,2.8814,0
403,404,210116844,3,1681346831.6000,1681346895.5997,0.7074,0
404,405,210504883,2,1681346958.5996,1681346990.5997,-0.0599,0
405,406,210417358,2,1681346933.5997,1681346947.5997,-1.7146,0
406,407,210066160,2,1681346837.5997,1681346869.5997,-1.3193,0
407,408,195921865,2,1681341202.5998,1681341238.0000,-2.2332,0
408,409,195638024,2,1681341095.5998,1681341104.0998,2.8491,0
409,410,195151295,2,1681340851.5998,1681340983.0997,-0.5283,0
410,411,195151295,2,1681341020.5997,1681341067.5999,2.9078,0
411,412,195731935,2,1681341114.0998,1681341167.5998,-0.5916,0
412,413,195988407,3,1681341236.5997,1681341242.0996,2.4216,11
413,414,195907704,3,1681341200.0998,1681341228.5997,-1.5981,0
414,415,195618713,2,1681341065.5998,1681341066.5998,0.8331,0
415,416,195842383,3,1681341168.0997,1681341175.5998,-0.8667,0
416,417,247107592,3,1681362272.5997,1681362305.5998,-0.5163,0
417,418,246997346,3,1681362260.5996,1681362348.5996,2.6082,0
