,0,1,2,3,4,5,6,7
33,8717,194498893,1,1681340836.0997,1681340837.5997,11.8254,6.23522,28
34,8718,194584381,1,1681340583.0996,1681340585.0996,6.80132,0.919598,41
35,8719,194599776,1,1681340585.0996,1681340601.0995,7.82477,0.257233,41
36,8720,194609486,1,1681340597.0998,1681340607.5996,9.42373,1.13494,41
37,8721,194569186,1,1681340703.5998,1681340705.0998,17.6514,11.2624,39
38,8722,194645895,1,1681340722.0998,1681340723.5998,10.3419,5.17219,41
39,8723,194650299,1,1681340609.5996,1681340612.0995,1.1169,7.73095,41
40,8724,194671948,1,1681340617.0996,1681340619.5997,10.1222,3.6963,34
41,8725,194652309,1,1681340623.0998,1681340625.0997,26.0251,16.045,22
42,8726,194687691,1,1681340744.0996,1681340746.0997,3.2296,8.51942,34
43,8727,194689416,1,1681340637.0997,1681340678.5997,14.1582,0.377243,20
44,8728,194689416,1,1681340678.5997,1681340681.0997,0.377243,7.18249,20
45,8729,194693194,1,1681340628.5996,1681340633.0996,2.57086,15.254,26
46,8730,194715520,1,1681340671.0997,1681340673.5997,10.5366,4.62927,40
47,8731,194739759,1,1681340776.0997,1681340779.5997,0.330173,8.8863,0
48,8732,194745172,1,1681340656.5998,1681340658.5998,1.32587,6.03723,41
49,8733,194750760,1,1681340664.5996,1681340666.0996,9.76119,5.05361,27
50,8734,194790443,1,1681340677.5997,1681340682.5999,19.9508,6.61635,36
51,8735,193436510,1,1681341045.5996,1681341048.0996,9.98177,3.38922,47
52,8736,194854530,1,1681340711.0996,1681340713.0996,7.7039,2.7453,40
53,8737,194882212,1,1681340851.0997,1681340852.5997,10.1792,5.34103,41
54,8738,194892757,1,1681340821.0997,1681340823.0997,0.600294,5.82575,0
55,8739,194896531,1,1681340820.5999,1681340822.5999,0.259562,5.76391,41
56,8740,194904010,1,1681340738.5997,1681340740.5998,3.0831,10.9519,41
57,8741,194913058,1,1681340819.5999,1681340821.5999,0.78564,5.88758,41
58,8742,194913058,1,1681340846.5997,1681340848.0997,10.8742,5.86755,41
59,8743,194913269,1,1681340740.5997,1681340742.5997,10.2238,4.62752,41
60,8744,194933352,6,1681340748.0997,1681340751.0997,18.7055,10.6352,41
61,8745,194941079,1,1681340913.5997,1681340916.5997,1.19526,9.04257,25
62,8746,194948964,1,1681340808.0999,1681340810.0997,0.682092,6.22921,0
63,8747,194954903,1,1681340819.0997,1681340823.0997,1.09825,11.7531,25
64,8748,194954903,1,1681340837.0997,1681340838.5999,14.3637,9.52177,25
65,8749,194955002,1,1681340758.5996,1681340761.5997,15.7489,7.95359,27
66,8750,194954994,1,1681340856.0997,1681340858.5998,0.258568,6.73231,34
67,8751,194954994,1,1681340868.0997,1681340869.5997,11.4556,6.24896,34
68,8752,194961633,1,1681340761.5997,1681340763.5997,18.8918,13.5973,41
69,8753,194963836,1,1681340762.5997,1681340764.5998,12.5425,5.38933,41
70,8754,194970141,1,1681340765.5998,1681340767.5997,15.8762,10.9199,41
71,8755,194954671,1,1681340770.0996,1681340772.0996,0.451277,5.0868,24
72,8756,194954672,1,1681340774.5996,1681340777.5997,0.355737,8.00558,24
73,8757,194985302,1,1681340860.5998,1681340862.0998,9.58475,5.28514,46
74,8758,194954448,1,1681340820.0997,1681340822.0997,0.0424286,5.27954,24
75,8759,194990606,1,1681340818.5997,1681340820.5997,0.0220804,5.4959,27
76,8760,194990606,1,1681340872.0998,1681340874.5998,0.105826,6.4012,27
77,8761,194817622,1,1681340897.5997,1681340899.5997,0.379531,5.48778,28
78,8762,195012837,1,1681340785.5998,1681340787.5998,19.7088,14.9354,26
79,8763,195034137,4,1681340815.5998,1681340817.5995,0.0349391,4.27638,41
80,8764,195104501,1,1681341002.0998,1681341005.0998,0.62294,8.78539,0
81,8765,195125168,1,1681340934.0997,1681340936.0996,0.220059,5.17222,0
82,8766,195093565,1,1681341001.5997,1681341003.0997,11.2419,6.4106,28
83,8767,195102653,1,1681340935.0997,1681340937.0996,1.0982,6.40589,28
84,8768,195102653,1,1681340963.0997,1681340964.5997,14.4171,10.0422,28
85,8769,194954765,1,1681341003.5997,1681341005.5998,0.221244,5.17633,34
86,8770,195112895,1,1681341022.0998,1681341024.5998,4.90408,11.5621,28
87,8771,195112895,1,1681341115.0998,1681341117.0998,0.0278263,5.0234,28
88,8772,195183658,1,1681340866.0998,1681340870.0998,14.5087,3.58705,34
89,8773,195192863,1,1681340870.5998,1681340873.5998,20.7069,13.5617,34
90,8774,195204085,1,1681341069.5999,1681341072.0998,0.29288,7.12756,34
91,8775,195230023,4,1681340888.0996,1681340892.0998,23.1443,6.26509,43
92,8776,195216559,1,1681340914.0997,1681340916.0997,0.751801,6.00731,27
93,8777,195236968,1,1681340891.5996,1681340894.0997,11.6534,5.51426,0
94,8778,195225351,1,1681340891.5998,1681340894.5998,6.50698,14.4224,43
95,8779,195240596,4,1681340896.5997,1681340899.5997,9.39397,1.00908,43
96,8780,195258529,4,1681340903.0997,1681340904.5997,9.35738,4.88142,43
97,8781,195265379,4,1681340946.0997,1681340948.5996,0.0671581,6.67092,43
98,8782,195286817,1,1681340914.5997,1681340918.5997,15.3495,4.29791,41
99,8783,195335609,6,1681340941.5997,1681340944.0998,8.88312,2.16857,41
100,8784,195350111,6,1681340955.0997,1681340957.5996,7.27463,13.2031,43
101,8785,195357350,4,1681340949.0997,1681340951.0997,6.93313,2.11343,40
102,8786,195357350,4,1681341213.0998,1681341215.5997,6.99509,0.536537,40
103,8787,195367404,1,1681340997.5998,1681341000.5999,0.0216114,8.1674,44
104,8788,195373735,1,1681341080.0999,1681341081.5999,13.1862,8.32836,41
105,8789,195377057,1,1681340958.0996,1681340960.5996,10.0831,3.16027,32
106,8790,195377145,6,1681340958.0996,1681340960.0997,3.59513,8.78427,30
107,8791,195377145,6,1681340965.0997,1681340967.0997,5.97471,10.2719,30
108,8792,195376936,4,1681340958.0998,1681340960.0998,10.9777,6.08987,14
109,8793,195376936,4,1681340975.5998,1681340978.5998,9.81262,1.49761,14
110,8794,195392101,4,1681341405.5996,1681341408.0997,9.85873,3.23696,13
111,8795,195402147,4,1681340970.0995,1681340972.0997,22.8653,1.68212,30
112,8796,195413281,1,1681340973.5995,1681340975.5996,8.34657,3.18236,39
113,8797,195413281,1,1681341100.0999,1681341102.5999,5.58933,8.78768,39
114,8798,195413281,1,1681341102.0999,1681341106.0998,14.5545,3.53577,39
115,8799,195415672,4,1681340974.5996,1681340976.5997,12.5255,1.81749,0
116,8800,195419256,4,1681340983.5997,1681340986.5995,7.95514,7.17301,0
117,8801,195419256,4,1681340986.0997,1681340991.0997,17.1574,3.30093,0
118,8802,195425115,6,1681340978.5997,1681340980.0997,17.4626,6.66094,24
119,8803,195429302,4,1681340982.5997,1681340985.0997,7.15349,0.559992,24
120,8804,195446439,4,1681341008.0998,1681341010.0998,3.11901,7.88663,14
121,8805,195202809,1,1681341283.5997,1681341286.5996,0.43541,8.68929,12
122,8806,195202809,1,1681341291.0997,1681341292.5996,15.8496,10.2719,12
123,8807,195464460,1,1681341096.0999,1681341098.0998,0.0197539,5.16208,39
124,8808,195466891,1,1681340997.5996,1681341000.5997,18.0312,9.69591,34
125,8809,195471416,1,1681341000.0997,1681341002.0997,16.7844,11.3171,34
126,8810,195477750,1,1681341003.0997,1681341005.5997,14.2771,7.51783,34
127,8811,195482597,1,1681341005.0998,1681341007.0998,11.4475,6.54658,41
128,8812,195483019,1,1681341065.5998,1681341067.0998,12.9338,7.28484,0
129,8813,195500808,1,1681341013.5998,1681341017.5998,17.741,7.05011,34
130,8814,195499601,1,1681341017.0995,1681341018.5998,15.4922,10.6687,41
131,8815,195449453,1,1681341101.5998,1681341103.5998,10.5604,5.08533,22
132,8816,195538360,1,1681341030.0997,1681341031.5998,14.1376,7.10153,41
133,8817,195553553,1,1681341036.5998,1681341039.5998,14.4414,7.29195,24
134,8818,195554227,4,1681341037.5998,1681341039.0996,6.07879,1.74447,24
135,8819,195555973,1,1681341260.0999,1681341262.0999,0.459303,5.85687,41
136,8820,195566610,1,1681341042.5998,1681341045.0998,8.46365,8.95021,41
137,8821,195566610,1,1681341045.0998,1681341047.0997,8.95021,1.35847,41
138,8822,195573679,6,1681341087.5998,1681341089.5997,5.16203,0.939056,0
139,8823,195597340,4,1681341057.0999,1681341059.5999,1.79344,7.88515,0
140,8824,195622444,1,1681341067.0999,1681341069.5999,13.9452,7.44814,34
141,8825,195622444,1,1681341165.5997,1681341167.5996,0.359302,5.72422,34
142,8826,195622444,1,1681341257.0996,1681341259.0997,0.241229,5.69633,34
143,8827,195625390,6,1681341068.5999,1681341070.5999,12.0102,6.99418,36
144,8828,195625390,6,1681341080.0998,1681341082.0999,8.86645,14.2217,36
145,8829,195658202,1,1681341083.0999,1681341085.0997,14.8418,9.42582,24
146,8830,195662289,4,1681341111.5998,1681341114.5998,1.69378,7.19897,45
147,8831,195662289,4,1681341114.0998,1681341120.5999,21.3899,4.23564,45
148,8832,195676747,1,1681341204.0998,1681341207.5997,13.0044,6.91477,27
149,8833,195676747,1,1681341207.0997,1681341210.5997,2.01967,10.9914,27
150,8834,195698807,1,1681341099.5998,1681341102.5998,17.3107,9.82236,34
151,8835,195705745,1,1681341102.5998,1681341104.5998,18.5301,12.9773,34
152,8836,195740544,1,1681341198.5998,1681341200.0997,16.3197,11.5049,0
153,8837,195690847,1,1681341134.0998,1681341136.5998,3.9184,7.27629,41
154,8838,195766145,1,1681341130.0998,1681341134.0997,18.1988,7.85365,34
155,8839,195773263,6,1681341133.5998,1681341136.0998,0.419093,5.9677,21
156,8840,195778404,1,1681341136.0997,1681341142.0996,25.7652,9.90915,34
157,8841,195788028,1,1681341140.5996,1681341142.5996,13.4061,8.38088,34
158,8842,195788028,1,1681341268.0996,1681341269.5996,13.0817,7.19621,34
159,8843,195790988,1,1681341202.5997,1681341204.0998,9.15058,4.49147,41
160,8844,195798903,1,1681341145.5998,1681341229.0997,8.45397,0.243308,40
161,8845,195775277,1,1681341206.5998,1681341208.5997,6.92411,12.2024,27
162,8846,195762093,1,1681341204.0996,1681341206.5997,0.136291,6.26776,28
163,8847,195762093,1,1681341297.5997,1681341299.0997,10.9283,5.66345,28
164,8848,195821648,1,1681341769.5997,1681341771.5996,0.0690635,5.32889,0
165,8849,195765860,1,1681341188.0996,1681341191.5997,19.6734,9.99966,28
166,8850,195839557,1,1681341164.5997,1681341166.5997,10.7777,5.42704,41
167,8851,195861682,1,1681341205.0997,1681341206.5998,11.0908,6.70931,40
168,8852,195879868,1,1681341223.0997,1681341226.0997,9.4041,2.08333,14
169,8853,195900290,1,1681341192.5997,1681341195.0997,9.80779,3.07124,41
170,8854,195900290,1,1681341262.0996,1681341265.5997,1.05238,1.53254,41
171,8855,195900290,1,1681341265.0997,1681341268.5996,14.7686,5.42876,41
172,8856,195881571,4,1681341351.5997,1681341353.5997,0.0458974,5.46039,0
173,8857,195736019,1,1681341312.5996,1681341314.0997,10.9547,6.4903,27
174,8858,196002577,1,1681341301.0996,1681341303.5996,15.4449,9.38161,34
175,8859,196002577,1,1681341304.0986,1681341307.0997,7.27623,14.1931,34
176,8860,196011040,1,1681341242.0999,1681341244.5999,13.3545,7.19901,34
177,8861,196011040,1,1681341374.5997,1681341377.5997,0.145953,8.26921,34
178,8862,196023359,1,1681341248.0999,1681341252.5999,18.0811,6.07537,34
179,8863,196023359,1,1681341305.0119,1681341306.5996,14.5882,9.80916,34
180,8864,196023550,1,1681341376.5998,1681341378.5999,0.0502271,5.09937,0
181,8865,196024936,1,1681341249.0999,1681341252.1000,17.3449,9.25377,34
182,8866,196019111,1,1681341311.0998,1681341315.0997,14.6921,8.53916,27
183,8867,196019111,1,1681341314.5997,1681341318.0997,1.74553,10.8099,27
184,8868,196039609,1,1681341256.0998,1681341259.0999,10.096,2.33138,34
185,8869,196040258,1,1681341256.5998,1681341259.0999,13.6353,7.08274,34
186,8870,196050326,1,1681341261.0999,1681341265.0999,12.4146,1.49391,34
187,8871,196050326,1,1681341318.0996,1681341319.5996,10.7572,5.13709,34
188,8872,196090936,1,1681341279.5997,1681341281.5997,8.12409,2.61734,0
189,8873,196104359,1,1681341299.0996,1681341303.5996,15.5377,3.48298,44
190,8874,196104359,1,1681341389.5996,1681341391.5996,1.18596,6.48641,44
191,8875,196140905,1,1681341493.5997,1681341495.5997,0.476084,5.49722,0
192,8876,196133263,1,1681341401.0996,1681341402.5996,15.0228,9.03833,44
193,8877,196186642,1,1681341438.0998,1681341441.0998,10.9367,3.26244,0
194,8878,196195393,1,1681341325.5997,1681341327.5997,7.60877,2.23169,41
195,8879,196193199,1,1681341379.5996,1681341382.0999,12.4011,7.28591,27
196,8880,196193199,1,1681341423.0997,1681341424.5997,17.6935,10.5632,27
197,8881,196262114,1,1681341439.0996,1681341441.5997,0.0323802,6.49609,0
198,8882,196258911,1,1681341420.5997,1681341422.0996,16.0753,9.25607,27
199,8883,196280541,1,1681341364.0997,1681341366.5997,8.96005,2.25992,40
200,8884,196281675,1,1681341364.5994,1681341367.0996,12.9693,6.42716,34
201,8885,196034141,1,1681341434.0997,1681341436.5997,11.1162,4.86276,41
202,8886,196283912,1,1681341416.0997,1681341437.5998,11.8831,0.179646,0
203,8887,196287882,1,1681341367.0997,1681341369.5996,10.1791,3.33988,41
204,8888,196289862,1,1681341399.0996,1681341401.0996,0.300728,5.35223,40
205,8889,196289862,1,1681341434.5997,1681341436.5997,0.225821,5.28627,40
206,8890,196256603,1,1681341380.0997,1681341383.0995,11.0282,20.5272,13
207,8891,196300034,1,1681341372.0996,1681341440.0997,12.7041,0.250644,34
208,8892,196300034,1,1681341470.0998,1681341472.0998,0.845067,5.79313,34
209,8893,196257288,1,1681341414.5996,1681341416.5996,0.58099,5.33392,28
210,8894,196328243,1,1681341433.0996,1681341434.5997,11.9297,6.29172,27
211,8895,196150314,1,1681341468.0994,1681341470.0994,0.0596656,5.55742,37
212,8896,196373380,1,1681341403.5996,1681341407.0996,6.742,16.112,43
213,8897,196387380,1,1681341478.0996,1681341480.0997,0.471067,5.41667,39
214,8898,196410814,1,1681341431.0996,1681341434.5997,11.6102,1.98354,44
215,8899,196412387,1,1681341534.5998,1681341536.5997,17.6367,8.30028,27
216,8900,196457441,1,1681342995.0998,1681342997.0997,6.62306,1.71217,36
217,8901,196458944,1,1681341533.5997,1681341535.0997,18.7215,12.4665,34
218,8902,196469659,1,1681341843.5996,1681341845.5999,0.906704,6.43054,0
219,8903,196473800,1,1681341523.5997,1681341526.0997,0.197904,6.8211,41
220,8904,196484508,1,1681341449.5997,1681341524.5997,11.5474,11.8164,41
221,8905,196484508,1,1681341524.5997,1681341527.0997,11.8164,6.71417,41
222,8906,196456768,6,1681341699.5996,1681341701.5996,0.930024,6.16233,27
223,8907,196456768,6,1681341745.0996,1681341747.0996,1.35626,6.72744,27
224,8908,196345881,1,1681341606.5997,1681341609.0997,8.19541,1.32778,28
225,8909,196499768,1,1681341514.5997,1681341516.5995,4.0024,11.1597,0
226,8910,196405701,6,1681341656.5997,1681341658.5997,0.665161,5.87965,28
227,8911,192087039,4,1681341486.5997,1681341488.5996,0.103844,5.24572,22
228,8912,196534710,1,1681341533.0997,1681341534.5998,17.615,11.1506,27
229,8913,196542689,1,1681341552.5997,1681341554.0997,16.5559,12.1459,27
230,8914,196526885,1,1681341554.5997,1681341556.0997,16.9814,11.48,27
231,8915,196558155,1,1681341480.5998,1681341483.5996,15.3926,7.77632,34
232,8916,196554963,1,1681341513.5997,1681341515.0997,8.72689,4.19452,41
233,8917,196572522,1,1681341609.0996,1681341612.0997,0.455729,8.47281,0
234,8918,196547828,1,1681341543.0997,1681341545.0997,15.3848,6.72598,27
235,8919,196598219,6,1681341496.5996,1681341500.5996,15.7829,5.34582,27
236,8920,196599385,1,1681341496.5997,1681341498.5997,13.3157,7.91398,24
237,8921,196621772,1,1681341506.5997,1681341508.0997,9.5032,2.4179,0
238,8922,196604771,1,1681341554.5997,1681341556.0997,12.7093,7.19354,27
239,8923,196637679,1,1681341512.5997,1681341514.5995,2.59598,11.6393,42
240,8924,196677944,1,1681341529.5997,1681341532.0996,7.66022,14.5826,0
241,8925,196686285,1,1681341629.5997,1681341632.5997,0.767357,8.9713,41
242,8926,196686285,1,1681341641.0997,1681341642.5997,23.6785,19.3872,41
243,8927,196686879,1,1681341549.5997,1681341551.5997,17.3327,9.49925,44
244,8928,196759070,1,1681341671.5997,1681341729.5997,9.28232,0.485668,0
245,8929,196759070,1,1681341746.5996,1681341749.5997,6.45127,14.5778,0
246,8930,196760825,1,1681341727.0996,1681341729.0998,0.635151,5.69487,37
247,8931,196776140,1,1681341570.0996,1681341573.0996,16.196,8.99505,34
248,8932,196785122,1,1681341574.0996,1681341578.5997,18.0703,5.68815,34
249,8933,196785122,1,1681341650.5996,1681341656.0992,15.9822,5.94226,34
250,8934,196785122,1,1681341656.0992,1681341660.0997,5.94226,15.9405,34
251,8935,196796768,1,1681341579.5997,1681341581.0997,9.15938,4.58973,0
252,8936,196791892,1,1681341643.0996,1681341644.5996,19.2565,12.1309,27
253,8937,196711448,1,1681341723.0996,1681341726.0996,0.181822,7.87874,28
254,8938,196837037,1,1681341597.0997,1681341599.0997,9.19996,4.07899,34
255,8939,196836652,1,1681341600.5996,1681341602.0995,12.9329,7.68413,41
256,8940,196847897,1,1681341601.5997,1681341603.5997,12.0175,7.10148,41
257,8941,196822432,1,1681341703.5997,1681341707.0997,0.262763,6.42752,22
258,8942,196822432,1,1681341706.5997,1681341708.5996,10.5108,6.17454,22
259,8943,196865906,1,1681341631.0997,1681341632.5997,10.0196,4.71739,40
260,8944,196839880,1,1681341654.5997,1681341656.0997,16.8883,11.936,27
261,8945,196877280,1,1681341615.5997,1681341620.0997,13.2527,0.979711,41
262,8946,196893163,1,1681341774.0997,1681341776.0997,13.7317,5.73973,41
263,8947,196870971,1,1681341702.5997,1681341706.0996,0.336674,9.55187,22
264,8948,196874203,1,1681341638.5998,1681341641.5996,11.7176,3.77201,22
265,8949,196930889,1,1681341650.5996,1681341652.5997,0.324021,5.26779,24
266,8950,196911919,1,1681341700.5996,1681341702.5996,0.219401,5.30513,28
267,8951,196968150,1,1681341653.0996,1681341655.0997,21.1644,16.4001,44
268,8952,196988480,1,1681341654.5992,1681341657.0997,0.602758,7.48633,41
269,8953,197011491,1,1681341780.5996,1681341782.0997,10.1689,5.51883,41
270,8954,197023677,1,1681341882.5997,1681341885.0997,3.15058,5.56298,0
271,8955,197032291,1,1681341670.0997,1681341672.5996,10.9422,3.12744,32
272,8956,197058853,1,1681341680.0996,1681341684.0996,16.1695,6.5282,34
273,8957,197063758,1,1681341682.0999,1681341684.0996,16.3757,11.5803,34
274,8958,197063758,1,1681341691.0996,1681341692.5998,10.1428,5.74682,34
275,8959,197068924,1,1681342898.0997,1681342900.0997,0.381378,5.76562,40
276,8960,197065987,1,1681341685.0997,1681341715.5999,19.2715,0.269375,19
277,8961,197107402,1,1681341723.5996,1681341726.5996,0.161569,8.27968,27
278,8962,197107402,1,1681341760.5997,1681341762.5996,19.5056,9.07103,27
279,8963,197095978,1,1681341724.5997,1681341728.0998,0.178931,9.45864,27
280,8964,197131909,1,1681341709.5996,1681341779.5996,7.26315,0.0322339,41
281,8965,197131909,1,1681341779.5996,1681341781.5996,0.0322339,5.32234,41
282,8966,197131909,1,1681341885.0999,1681341886.5996,15.7587,10.1704,41
283,8967,197161721,1,1681341721.0996,1681341724.0996,14.6637,7.10276,34
284,8968,197161721,1,1681341843.5992,1681341847.0997,0.414975,5.71084,34
285,8969,197161721,1,1681341846.5998,1681341849.5998,12.097,5.46929,34
286,8970,197161721,1,1681342341.5997,1681342345.0997,0.0550287,9.70722,34
287,8971,197161721,1,1681342401.0997,1681342404.0997,0.0430241,7.86593,34
288,8972,197187750,1,1681341840.5996,1681341843.5996,0.293437,7.8525,40
289,8973,197190360,1,1681341732.5997,1681341735.5998,11.52,3.80436,34
290,8974,197196247,1,1681341735.0997,1681341737.0998,23.2079,18.8204,26
291,8975,197235336,1,1681341786.0996,1681341789.0998,0.441161,8.09933,34
292,8976,197235336,1,1681341852.5997,1681341856.5997,0.0644528,10.8611,34
293,8977,197235336,1,1681341931.0997,1681341934.0997,0.092365,8.19273,34
294,8978,197256024,1,1681341853.0997,1681341856.0997,0.130943,8.08082,27
295,8979,197228547,1,1681341778.5998,1681341781.0997,11.2146,4.35981,28
296,8980,197307257,1,1681341823.0997,1681341825.0996,5.4359,2.10908,0
297,8981,197313938,1,1681341782.5996,1681341854.5997,11.2031,0.392113,41
298,8982,197238716,1,1681341894.5996,1681341896.6000,0.136868,5.21577,28
299,8983,197318588,1,1681341782.0996,1681341783.5996,9.85031,4.44873,41
300,8984,197328490,1,1681341956.0997,1681341958.1000,0.148925,5.44698,0
301,8985,197339625,1,1681341964.0998,1681341966.5998,0.341789,6.80379,41
302,8986,197344189,1,1681341867.0999,1681341869.0998,0.454159,5.38636,41
303,8987,197357267,1,1681341861.5997,1681341869.0996,0.0534296,19.9296,0
304,8988,197357267,1,1681341874.0996,1681341877.5996,12.7296,3.06523,0
305,8989,197357267,1,1681341956.5997,1681341959.0999,0.11168,6.95664,0
306,8990,197357267,1,1681341961.5998,1681341963.5997,11.6561,17.1208,0
307,8991,197343024,1,1681341967.5998,1681341970.0998,9.28606,3.10766,41
308,8992,197360266,1,1681341798.5996,1681341800.0996,11.2207,6.78843,41
309,8993,197367643,1,1681341881.5999,1681341883.0999,9.9138,5.29964,0
310,8994,197369450,1,1681341806.5996,1681341809.0998,12.5351,5.88474,27
311,8995,197348364,1,1681342052.5998,1681342056.0998,0.275447,9.98154,22
312,8996,197348364,1,1681342059.5998,1681342061.0999,15.8739,10.237,22
313,8997,197435878,1,1681341891.5997,1681341893.0998,14.1803,10.0018,27
314,8998,197431205,1,1681341839.5998,1681341841.5996,0.132885,5.41321,27
315,8999,194985509,1,1681341986.5999,1681341989.0999,0.057694,6.63611,28
316,9000,197400570,1,1681341897.5998,1681341900.0998,10.8325,4.0138,22
317,9001,197493057,1,1681341904.0997,1681341906.0997,0.0784339,5.62106,34
318,9002,197544115,1,1681342085.0996,1681342089.0996,10.8233,6.36783,0
319,9003,197544115,1,1681342089.0996,1681342092.0997,6.36783,14.1228,0
320,9004,197579252,1,1681341888.0998,1681341890.5997,16.736,9.90652,24
321,9005,197580659,1,1681341888.0998,1681341890.0998,7.86962,2.56092,41
322,9006,197580659,1,1681341915.5998,1681341917.5997,0.439357,5.95595,41
323,9007,197580659,1,1681342006.0996,1681342008.0998,15.0605,7.4883,41
324,9008,197594021,1,1681341925.0993,1681341926.5998,16.8168,11.8757,44
325,9009,197599787,1,1681341897.5998,1681341901.0998,9.74827,0.533756,41
326,9010,197614354,1,1681341954.5997,1681341956.5998,0.179876,5.5162,0
327,9011,197616192,1,1681342048.0998,1681342050.0998,0.745378,5.84963,0
328,9012,197618492,1,1681341902.0998,1681341904.5998,7.00085,0.597859,41
329,9013,197542054,1,1681341934.5997,1681341936.5997,0.175712,5.39852,28
330,9014,197656853,1,1681341917.0998,1681341919.0998,0.711457,6.01151,41
331,9015,197666114,1,1681342012.0999,1681342013.5998,8.84483,4.51729,41
332,9016,197667274,1,1681341969.0995,1681341972.0997,0.596162,0.217441,0
333,9017,197667274,1,1681341971.5996,1681341974.0997,11.3132,6.5021,0
334,9018,197671907,1,1681341922.5997,1681341926.0997,24.2412,14.8146,34
335,9019,197671907,1,1681341930.0997,1681341931.5997,13.3613,9.0128,34
336,9020,197675777,1,1681341924.5998,1681341926.0998,12.3803,6.10272,41
337,9021,197682834,1,1681342017.5998,1681342019.0998,10.546,5.67623,41
338,9022,197617242,1,1681342040.5999,1681342042.5998,0.227743,5.29578,28
339,9023,197674531,1,1681341954.5997,1681341956.5997,0.34836,5.56773,27
340,9024,197674531,1,1681341993.5997,1681341997.5999,15.6744,11.3167,27
341,9025,197674531,1,1681341997.0999,1681342002.0999,1.28512,13.9735,27
342,9026,197675281,1,1681342032.5997,1681342035.0997,2.23212,8.36136,27
343,9027,197678532,1,1681341995.5997,1681341997.0999,15.8397,9.96625,27
344,9028,197715498,1,1681341940.5998,1681341942.0997,13.7459,9.05942,41
345,9029,197686199,1,1681341956.0996,1681341958.1000,0.0682839,5.41046,27
346,9030,197714307,1,1681341940.5997,1681341944.5997,10.9904,1.0488,48
347,9031,197658258,1,1681342045.5998,1681342048.0997,0.117034,6.70075,22
348,9032,197652726,1,1681341999.5997,1681342002.0999,10.8551,3.93471,22
349,9033,197734364,1,1681341947.5997,1681341954.0997,27.132,9.80231,34
350,9034,197757275,1,1681341956.5997,1681341958.5999,0.866055,5.47294,0
351,9035,197757275,1,1681341977.5997,1681341979.5998,0.726045,6.07235,0
352,9036,197766021,1,1681341960.5996,1681341964.0996,3.67251,13.3944,28
353,9037,197719086,1,1681341967.5997,1681341969.0999,12.4832,7.27346,41
354,9038,197787285,1,1681341969.0997,1681341971.5999,12.9213,6.06371,34
355,9039,197792702,1,1681341971.5996,1681341976.5996,0.937486,14.6159,28
356,9040,197801956,1,1681342105.0998,1681342106.5998,10.4747,5.42143,34
357,9041,197804216,1,1681342007.5999,1681342095.0998,14.2905,0.145652,0
