,0,1,2,3,4,5,6
44,195305160,1,1681341058599639,1681341059099746,60,16.7554,19
45,195327826,1,1681341062599775,1681341065599884,60,16.7717,19
46,195367404,1,1681340954099854,1681341008099087,60,18.5184,44
47,195370404,1,1681341062599784,1681341065599755,60,17.1562,30
48,195373735,1,1681341070599898,1681341074099886,60,17.0652,0
49,195390073,1,1681340963599848,1681340963599848,60,16.9475,44
50,195392511,4,1681340968599660,1681340968599660,60,28.1206,30
51,195402147,4,1681340970099537,1681340970099537,60,22.8653,30
52,195409058,4,1681340972599500,1681340972599500,60,22.6781,0
53,195419256,4,1681340986099712,1681340986099712,60,17.1574,24
54,195425115,6,1681340978599717,1681340978599717,60,17.4626,24
55,195442472,1,1681341070099695,1681341073098948,60,16.959,19
56,195466891,1,1681340997599647,1681340997599647,60,18.0312,34
57,195470642,1,1681341209099622,1681341220099762,60,18.2964,0
58,195471416,1,1681341000099658,1681341000099658,60,16.7844,34
59,195476665,1,1681341013099392,1681341013599420,60,16.9265,42
60,195482597,1,1681341074099886,1681341161599589,60,17.2404,0
61,195500808,1,1681341013599787,1681341013599787,60,17.741,34
62,195507885,1,1681341161099698,1681341161099698,60,16.8019,26
63,195517636,1,1681341021099816,1681341021099816,60,17.3217,41
64,195520909,1,1681341183599752,1681341190599769,60,17.996,30
65,195536526,1,1681341167099640,1681341180599836,60,18.2198,19
66,195552875,1,1681341167599687,1681341173099643,60,17.1777,19
67,195555973,1,1681341273099683,1681341273099683,60,16.9118,26
68,195622444,1,1681341082599864,1681341086599734,60,16.7927,25
69,195662289,4,1681341114099807,1681341114099807,60,21.3899,45
70,195698807,1,1681341099599810,1681341099599810,60,17.3107,34
71,195705745,1,1681341102599819,1681341102599819,60,18.5301,34
72,195740544,1,1681341186099766,1681341197099742,60,17.5248,30
73,195761785,1,1681341268099911,1681341271099663,60,19.1023,26
74,195762093,1,1681341149099886,1681341162599705,60,17.2945,28
75,195765860,1,1681341159599740,1681341189099662,60,19.5831,28
76,195766145,1,1681341130099809,1681341130099809,60,18.1988,34
77,195778404,1,1681341136099689,1681341136099689,60,25.7652,34
78,195822621,1,1681341182099669,1681341205599655,60,18.9587,0
79,195846695,1,1681341186099766,1681341186599751,60,16.6987,25
80,195937580,1,1681341258099683,1681341259099682,60,16.8806,16
81,195961639,1,1681341241099713,1681341280599735,60,17.2692,0
82,196001909,1,1681341296099696,1681341296599658,60,16.7999,31
83,196006885,1,1681341403599773,1681341404599788,60,16.7144,19
84,196011040,1,1681341382599665,1681341391099681,60,18.5677,0
85,196023359,1,1681341248099866,1681341248099866,60,18.0811,34
86,196024936,1,1681341249099885,1681341249099885,60,17.3449,34
87,196036692,1,1681341298599624,1681341398599618,60,17.7959,0
88,196040258,1,1681341392599684,1681341393599691,60,16.8148,16
89,196041253,1,1681341284099682,1681341305099722,60,17.5449,0
90,196063844,1,1681341299099686,1681341301599737,60,17.1787,30
91,196075916,1,1681341302099662,1681341307099660,60,17.3891,43
92,196080700,1,1681341274599471,1681341274599471,60,19.2655,42
93,196104359,1,1681341292599628,1681341298599644,60,19.5564,44
94,196117562,1,1681341502099661,1681341505099189,60,17.6922,26
95,196133263,1,1681341303599630,1681341303599630,60,17.2396,44
96,196140905,1,1681341413099718,1681341507599623,60,17.4383,30
97,196186642,1,1681341509099618,1681341509099618,60,16.8338,26
98,196193199,1,1681341421099704,1681341423099684,60,17.5292,0
99,196215813,1,1681341402099653,1681341412599791,60,18.6672,18
100,196219649,1,1681341406099809,1681341414599723,60,17.6467,0
101,196220577,1,1681341404599308,1681341411099798,60,17.6678,0
102,196224288,1,1681341508599665,1681341521599660,60,21.7741,0
103,196249229,1,1681341414599620,1681341432099545,60,18.0651,0
104,196256603,1,1681341382099661,1681341383099507,60,18.7206,42
105,196262114,1,1681341512599658,1681341524599715,60,20.8308,19
106,196262580,1,1681341387099718,1681341417599773,60,17.6365,15
107,196264537,1,1681341392099694,1681341406099809,60,17.0181,15
108,196278045,1,1681341502099221,1681341504099180,60,18.1004,26
109,196283912,1,1681341410599656,1681341413099718,60,17.2905,0
110,196285358,1,1681341394599632,1681341422099687,60,17.8686,0
111,196293561,1,1681341413099467,1681341413599466,60,17.0834,42
112,196298455,1,1681341418099595,1681341460099738,60,17.195,0
113,196317919,1,1681341518099672,1681341527599733,60,17.5216,19
114,196320311,1,1681341421599706,1681341423599674,60,16.8506,0
115,196329932,1,1681341414599710,1681341415099705,60,17.3995,42
116,196330440,1,1681341619599718,1681341621099667,60,17.1597,26
117,196353369,1,1681341418099679,1681341437099771,60,20.3666,43
118,196353488,1,1681341403599477,1681341403599477,60,17.3669,42
119,196373380,1,1681341409599616,1681341421599800,60,17.149,43
120,196410814,1,1681341422599601,1681341428599637,60,18.889,44
121,196412387,1,1681341533599744,1681341535099741,60,17.149,0
122,196418163,1,1681341425599700,1681341425599700,60,17.4588,44
123,196458944,1,1681341531099710,1681341534099745,60,17.7959,0
124,196469659,1,1681341855599740,1681341857599707,60,17.831,26
125,196473800,1,1681341541599660,1681341549099709,60,17.0352,43
126,196484508,1,1681341537099726,1681341737099777,60,18.598,43
127,196513725,1,1681341524099803,1681341535099741,60,17.8466,0
128,196514377,1,1681341516599641,1681341517099639,60,16.7623,18
129,196526885,1,1681341542599739,1681341554599700,60,17.5667,44
130,196534710,1,1681341532099732,1681341533599744,60,17.0889,0
131,196536581,1,1681341486599728,1681341592599573,60,18.841,22
132,196542689,1,1681341538599740,1681341547099684,60,17.7482,44
133,196546136,1,1681341493099616,1681341508599665,60,16.9803,28
134,196546813,1,1681341496099717,1681341496598470,60,16.7365,22
135,196547492,1,1681341492099735,1681341499099743,60,17.4152,22
136,196547828,1,1681341527099779,1681341531599718,60,17.6893,25
137,196552129,1,1681341550599699,1681341551099702,60,16.7001,44
138,196561123,1,1681341506599722,1681341540599644,60,17.5405,0
139,196572522,1,1681341531099710,1681341620599682,60,17.4645,0
140,196593667,1,1681341524099754,1681341542099758,60,19.6447,43
141,196599385,1,1681341507099576,1681341509599606,60,17.8411,26
142,196620790,1,1681341633099685,1681341637599692,60,17.2085,18
143,196632461,1,1681341596599760,1681341599599705,60,17.3428,48
144,196671553,1,1681341544599718,1681341550599713,60,17.1051,43
145,196675119,1,1681341538099751,1681341552099709,60,19.7377,43
146,196681715,1,1681341537599722,1681341552099495,60,17.8495,44
147,196683456,1,1681341535599719,1681341551099488,60,18.7589,44
148,196684679,1,1681341536099719,1681341539599653,60,17.8151,44
149,196686285,1,1681341537599722,1681341642599703,60,21.3211,0
150,196686879,1,1681341536099719,1681341550099696,60,18.6722,44
151,196704938,1,1681341545599709,1681341561099453,60,18.3621,44
152,196720361,1,1681341638099694,1681341644599715,60,17.6815,0
153,196720919,1,1681341552099495,1681341552599495,60,17.9987,42
154,196721636,1,1681341546099701,1681341560599499,60,18.1559,44
155,196726822,1,1681341606599718,1681341607599705,60,16.7471,20
156,196726906,1,1681341555099663,1681341555599670,60,19.3318,42
157,196728656,1,1681341593599672,1681341595099667,60,16.7584,0
158,196729019,1,1681341556599693,1681341556599693,60,17.0242,44
159,196732112,1,1681341557099504,1681341557599684,60,18.7637,42
160,196760825,1,1681341742099716,1681341742099716,60,16.8091,26
161,196785122,1,1681341574099599,1681341674599483,60,17.5321,34
162,196791892,1,1681341626099620,1681341643599680,60,20.827,25
163,196818665,1,1681341682099473,1681341682599463,60,16.9724,42
164,196822432,1,1681341604599707,1681341640599689,60,19.5289,22
165,196838343,1,1681341641599610,1681341651599708,60,17.1633,18
166,196839880,1,1681341647099714,1681341654599723,60,16.9915,31
167,196848997,1,1681341620099725,1681341620599723,60,16.8188,22
168,196866312,1,1681341671099661,1681341676599819,60,17.4633,19
169,196870971,1,1681341625099650,1681341655099713,60,19.5743,22
170,196874203,1,1681341629099698,1681341635099629,60,18.6979,22
171,196882400,1,1681341642599678,1681341652599588,60,19.2957,43
172,196888415,1,1681341635099733,1681341693099636,60,17.8156,28
173,196893163,1,1681341763599716,1681341770099688,60,17.2884,30
174,196950108,1,1681341645599677,1681341663099480,60,20.259,44
175,196955844,1,1681341643099685,1681341649099648,60,23.8279,24
176,196968150,1,1681341653099645,1681341654099674,60,18.4195,44
177,196972511,1,1681341655599702,1681341660099681,60,16.9621,44
178,197035142,1,1681341862099762,1681341863599702,60,16.9381,26
179,197058853,1,1681341757099708,1681341798599488,60,17.1182,31
180,197065987,1,1681341685099667,1681341685099667,60,19.2715,19
181,197080788,1,1681341726099634,1681341749099685,60,19.5426,28
182,197084254,1,1681341728099622,1681341753599729,60,18.9803,28
183,197095978,1,1681341759099703,1681341766599689,60,16.852,31
184,197107402,1,1681341753099585,1681341761099689,60,18.5437,31
185,197109462,1,1681341856599656,1681341874599854,60,17.6939,0
186,197131909,1,1681341792099625,1681341884099897,60,17.9788,43
187,197139137,1,1681341881599879,1681341882099883,60,16.7551,30
188,197170434,1,1681341854599729,1681341855099736,60,17.204,26
189,197174445,1,1681341749599596,1681341754599819,60,17.5136,0
190,197188677,1,1681341854599729,1681341856099741,60,17.3018,26
191,197196247,1,1681341735099669,1681341738099769,60,19.6186,26
192,197252004,1,1681341832599543,1681341875099750,60,17.2456,28
193,197253324,1,1681341763099706,1681341767099686,60,18.0614,44
194,197273127,1,1681341863599658,1681341871098456,60,17.3393,19
195,197282410,1,1681341769599613,1681341769599613,60,17.4269,44
196,197328490,1,1681341966099665,1681341968599621,60,18.6457,26
197,197330224,1,1681341858099651,1681341876599838,60,17.8956,0
198,197337065,1,1681341799599915,1681341800099508,60,17.1945,42
199,197339495,1,1681341860099655,1681341869099622,60,17.0405,0
200,197353629,1,1681341861599656,1681341870099618,60,17.8605,0
201,197357267,1,1681341866599593,1681341967599638,60,20.1709,0
202,197386157,1,1681341867599588,1681341870099581,60,17.334,0
203,197431205,1,1681341925599847,1681341925599847,60,16.7065,42
204,197435878,1,1681341869099584,1681341870599882,60,16.7902,0
205,197453298,1,1681341853599733,1681341855599734,60,16.7879,28
206,197509961,1,1681341975099744,1681341991599730,60,18.2505,0
207,197511920,1,1681341890599819,1681341904099879,60,19.6592,43
208,197528805,1,1681341997099703,1681342002099821,60,16.8587,19
209,197554910,1,1681341984099655,1681341993099875,60,18.3636,19
210,197574072,1,1681341973099858,1681342006099851,60,17.7274,15
211,197579252,1,1681341888099783,1681341888099783,60,16.736,24
212,197586194,1,1681341890599819,1681341890599819,60,16.9131,44
213,197590177,1,1681341983099749,1681341990099761,60,17.9101,19
214,197594021,1,1681341893099802,1681341925599475,60,17.5771,44
215,197597282,1,1681341894599763,1681341896099776,60,17.5909,44
216,197614354,1,1681341970599617,1681341988599704,60,18.6664,17
217,197629558,1,1681341981099649,1681341988599724,60,18.7194,18
218,197635316,1,1681342101099795,1681342107099615,60,17.4298,19
219,197638372,1,1681341973099594,1681342078599680,60,17.6351,28
220,197652695,1,1681342088599642,1681342106099861,60,18.117,0
221,197652726,1,1681341991099854,1681342055099908,60,16.9243,16
222,197658258,1,1681341951599783,1681341992099740,60,17.8537,0
223,197663370,1,1681341927599491,1681341928099842,60,19.8997,42
224,197671907,1,1681341922599707,1681341923599720,60,19.8587,34
225,197674531,1,1681341986099584,1681342065599758,60,17.0675,31
226,197678532,1,1681341987599822,1681341994599718,60,17.3863,31
227,197731271,1,1681342092599651,1681342109599874,60,19.2695,0
228,197734364,1,1681341947599701,1681341948099902,60,22.8543,34
229,197757275,1,1681341988099797,1681341991599830,60,17.4371,44
230,197794039,1,1681342062599872,1681342064099689,60,17.3813,42
231,197819629,1,1681342062099744,1681342062099744,60,20.4312,42
232,197830891,1,1681342090599792,1681342145599695,60,18.6465,28
233,197837665,1,1681342066099844,1681342066099844,60,16.9921,42
234,197851345,1,1681342008599659,1681342009599731,60,18.4774,28
235,197883530,1,1681342109599855,1681342200099717,60,17.4276,30
236,197912792,1,1681342095599634,1681342109099880,60,17.1655,0
237,197925962,1,1681343008599782,1681343023599784,60,17.1741,16
238,197938422,1,1681342118599672,1681342129599838,60,17.0161,0
239,197960658,1,1681342116099671,1681342117099706,60,16.7577,16
240,197988596,1,1681342321599668,1681342321599668,60,16.9093,26
241,197998717,1,1681342320099548,1681342322599622,60,18.1155,26
242,198014934,1,1681342063599850,1681342075599751,60,17.844,41
243,198063664,1,1681342218099417,1681342320099476,60,17.8478,31
244,198076653,1,1681342197599638,1681342199099690,60,17.5014,26
245,198088863,1,1681342224099778,1681342234599811,60,17.573,15
246,198098175,1,1681342114099787,1681342114099787,60,17.0922,11
247,198129285,1,1681342112599856,1681342112599856,60,17.1532,30
248,198134120,1,1681342114599690,1681342114599690,60,29.491,11
249,198135158,1,1681342221099712,1681342326099630,60,17.9835,30
250,198137810,1,1681342221099669,1681342222099782,60,16.7535,16
251,198147053,1,1681342332099770,1681342334599716,60,16.8248,19
252,198186157,1,1681342200599686,1681342202099672,60,17.041,26
253,198211485,1,1681342150099665,1681342153099853,60,17.2306,47
254,198223288,1,1681342149599679,1681342229599846,60,17.7444,34
255,198235004,1,1681342232099808,1681342236599889,60,17.2534,0
256,198247068,1,1681342165599547,1681342165599547,60,39.9725,0
257,198261812,1,1681342240599871,1681342241599899,60,17.1283,0
258,198264609,1,1681342230099850,1681342231099856,60,17.0089,0
259,198279978,1,1681342233599807,1681342237599835,60,18.0731,31
260,198284256,1,1681342208099809,1681342234099722,60,16.9546,15
261,198295131,1,1681342195599640,1681342226599761,60,18.9245,22
262,198301020,1,1681342197599705,1681342231099674,60,18.6993,22
263,198304558,1,1681342200099721,1681342205599661,60,17.2972,22
264,198308732,1,1681342203599800,1681342206099656,60,16.9165,24
265,198323493,1,1681342226599689,1681342236099748,60,16.9492,20
266,198350435,1,1681342572099732,1681342580599680,60,16.8741,18
267,198355369,1,1681342238599658,1681342242099648,60,16.8875,30
268,198373777,1,1681342324099759,1681342324599769,60,17.031,42
269,198374099,1,1681342214599670,1681342224099985,60,17.9184,41
270,198376073,1,1681342340099730,1681342341599739,60,16.7859,19
271,198376746,1,1681342224599995,1681342230099511,60,17.5968,43
272,198382770,1,1681342444599641,1681342452099699,60,17.5406,0
273,198382946,1,1681342216099925,1681342216599653,60,18.9676,41
274,198386694,1,1681342217599972,1681342217599972,60,20.7295,41
275,198391335,1,1681342343099641,1681342353099667,60,18.3858,30
276,198396699,1,1681342549099652,1681342550599745,60,16.8291,21
277,198405310,1,1681342329099785,1681342330599762,60,16.8265,18
278,198406907,1,1681342231099889,1681342233099961,60,17.5152,44
279,198411231,1,1681342234099994,1681342318599476,60,17.1763,44
280,198423982,1,1681342327099769,1681342332599776,60,17.119,18
281,198428864,1,1681342239512203,1681342241099958,60,18.2958,44
282,198430800,1,1681342324599741,1681342326599766,60,17.0867,16
283,198436614,1,1681342336099656,1681342343599636,60,17.1804,30
284,198437560,1,1681342341599648,1681342346099690,60,17.8278,31
285,198441243,1,1681342240099946,1681342320599479,60,18.0564,44
286,198459979,1,1681342343599636,1681342356599816,60,17.7336,31
287,198491957,1,1681342445097704,1681342454599633,60,17.7975,0
288,198538891,1,1681342454099676,1681342460599409,60,17.748,31
289,198540207,1,1681342335098017,1681342349599644,60,19.5498,0
290,198547227,1,1681342355099618,1681342356599620,60,17.3269,0
291,198555057,1,1681342341099647,1681342344599730,60,16.7862,30
292,198555788,1,1681342341099647,1681342348599609,60,18.6873,31
293,198558145,1,1681342460099726,1681342480099504,60,18.2171,0
294,198564696,1,1681342330099763,1681342334599696,60,17.6245,0
295,198582414,1,1681342332099664,1681342343599566,60,16.8848,0
296,198622571,1,1681342348099835,1681342353099667,60,17.3511,30
297,198631281,1,1681342437599651,1681342453599642,60,17.7855,0
298,198657521,1,1681342563099652,1681342566599700,60,17.5855,19
299,198706730,1,1681342336099681,1681342336099681,60,17.8723,34
300,198708095,1,1681342343099858,1681342343099858,60,16.8051,44
301,198718066,1,1681342345599865,1681342347599824,60,17.8854,44
302,198724764,1,1681342348099611,1681342351599857,60,18.6216,44
303,198725480,1,1681345798599729,1681345803599637,60,17.6818,0
304,198731808,1,1681342350099716,1681342354099842,60,17.6308,44
305,198741242,1,1681342461099873,1681342461599869,60,16.7482,44
306,198749122,1,1681342477099665,1681342554099569,60,16.9658,0
307,198750039,1,1681342359599835,1681342361599827,60,16.9722,44
308,198767217,1,1681342359099825,1681342360099837,60,17.507,44
309,198788284,1,1681342448599656,1681342455099622,60,16.9207,19
310,198794234,1,1681342463099677,1681342464599683,60,16.9298,19
311,198800634,1,1681342452599695,1681342457099684,60,17.2808,19
312,198822483,1,1681342479599498,1681342480599667,60,16.7865,41
313,198825408,1,1681342432099735,1681342436099689,60,17.5329,0
314,198837991,1,1681342390599633,1681342392099668,60,16.815,0
315,198868891,1,1681342453099677,1681342473099905,60,20.9067,31
316,198871204,1,1681342397599650,1681342471099876,60,19.507,27
317,198884581,1,1681342472599897,1681342487599449,60,16.7579,44
318,198904857,1,1681342590099941,1681342590599945,60,17.004,28
319,198949790,4,1681342461099688,1681342466099710,60,18.1924,31
320,198982257,1,1681342433599767,1681342436099738,60,18.7873,26
321,198995011,1,1681342448099702,1681342448099702,60,19.8101,42
322,199013448,1,1681342654599782,1681342688599771,60,17.9762,0
323,199048613,1,1681342462599735,1681342478099668,60,18.4829,44
324,199059130,1,1681342467599905,1681342484099486,60,17.4999,44
325,199060949,1,1681342467599905,1681342479099885,60,20.2679,44
326,199069281,1,1681342473599633,1681342479099885,60,17.2801,44
327,199074949,1,1681342469099480,1681342470599678,60,19.7983,41
328,199075387,1,1681342473099669,1681342473599479,60,19.4585,42
329,199083905,1,1681342471599885,1681342478099894,60,17.8231,0
330,199090519,1,1681342475099482,1681342476599478,60,16.7281,41
331,199092396,1,1681342473599479,1681342473599479,60,27.7096,42
332,199095173,1,1681342474599912,1681342476099895,60,17.8815,44
333,199096707,1,1681342481099477,1681342481099477,60,19.8842,42
334,199101798,1,1681342477099898,1681342477099898,60,18.4442,41
335,199105608,1,1681342584599858,1681342585599476,60,19.8616,42
336,199109395,1,1681342480099886,1681342480099886,60,17.8317,41
337,199117736,1,1681342691599758,1681342695599757,60,16.86,19
338,199126191,1,1681342591599852,1681342597099759,60,17.3672,43
339,199132135,1,1681342589599851,1681342595099690,60,17.3318,43
340,199156571,1,1681342561599649,1681342567099669,60,17.4686,0
341,199162011,1,1681342581599851,1681342780599632,60,18.7471,43
342,199166090,1,1681342566099675,1681342571599670,60,17.1875,0
343,199175202,1,1681342592599836,1681342604099685,60,17.0509,44
344,199201090,1,1681342608599482,1681342703099612,60,18.4493,41
345,199215934,1,1681342789599657,1681342800599704,60,17.2901,19
346,199216096,1,1681343587599910,1681343603599812,60,16.8295,0
347,199234977,1,1681342576099788,1681342583599598,60,18.141,0
348,199264758,1,1681342563099936,1681342594099824,60,17.1201,28
349,199324668,1,1681342657099655,1681342671099850,60,18.5057,16
350,199341952,1,1681342588099850,1681342598599809,60,17.5859,43
351,199350769,1,1681342688599742,1681342690599669,60,16.7592,30
352,199361517,1,1681342588599761,1681342602599486,60,19.0243,44
353,199383513,1,1681342588599849,1681342594599843,60,17.8327,44
354,199389642,1,1681342786099603,1681342787099598,60,18.5533,26
355,199405707,1,1681342654099681,1681342825099876,60,16.7633,19
356,199421417,1,1681342886599843,1681342887599560,60,16.9111,21
357,199434005,1,1681342641099965,1681342646099934,60,17.0079,0
358,199439548,1,1681342610099832,1681342610599835,60,17.7397,41
359,199455234,1,1681342678599758,1681342681099743,60,16.9592,0
360,199473305,1,1681342684599632,1681342692099884,60,18.6378,31
361,199496566,1,1681342689599706,1681342714099728,60,17.4184,31
362,199510572,1,1681342799099631,1681342813099627,60,17.8526,30
363,199524483,1,1681342814599693,1681342816099591,60,16.7929,19
364,199585371,1,1681342817099648,1681342820599814,60,16.8071,43
365,199605122,1,1681342908099704,1681342912099669,60,17.4895,19
366,199649175,1,1681342706599741,1681342707099737,60,18.2001,28
367,199661539,1,1681342694099763,1681342705599753,60,19.0825,44
368,199664418,1,1681342816599740,1681342820599873,60,17.4595,19
369,199669989,1,1681342777099680,1681342792099796,60,16.9165,16
370,199672313,1,1681342712099756,1681342715599404,60,17.4975,0
371,199674269,1,1681343609599799,1681343610099804,60,17.299,41
372,199696164,1,1681342707099733,1681342707099733,60,23.3378,42
373,199738731,1,1681342722599718,1681342722599718,60,19.9498,34
374,199753827,1,1681342805099665,1681342809599693,60,17.0965,0
375,199756903,1,1681342919099732,1681342922599661,60,17.2233,0
376,199818927,1,1681342755099694,1681342755099694,60,17.0529,40
377,199828293,1,1681342840099619,1681342923599723,60,17.3582,43
378,199831845,1,1681342852599492,1681342852599492,60,17.0686,42
379,199841114,1,1681342834099627,1681342843099675,60,20.8217,0
380,199849555,1,1681342798099799,1681342900099650,60,17.4078,24
381,199852498,1,1681342786599919,1681342789099898,60,17.0941,22
382,199862672,1,1681342793599759,1681342835099737,60,17.2641,28
383,199867304,4,1681343029599634,1681343033098164,60,17.1308,19
384,199919651,1,1681342915099607,1681342931599696,60,17.9168,31
385,199952058,1,1681342810099674,1681342810099674,60,17.3741,44
386,199980631,1,1681342824599649,1681342825599639,60,16.7172,14
387,200001895,1,1681342920599610,1681343016099666,60,17.7544,30
388,200030155,1,1681342923099720,1681342939099733,60,16.9733,30
389,200030376,1,1681343036599668,1681343037099674,60,16.6923,19
390,200047834,1,1681342884599671,1681342886099683,60,16.7531,16
391,200069437,1,1681342914599605,1681342918099611,60,17.3053,31
392,200070069,1,1681342918099548,1681342924099673,60,18.1668,19
393,200077693,1,1681342921599677,1681342928599720,60,18.2326,19
394,200114366,1,1681342911599695,1681342929599710,60,17.1981,12
395,200119656,1,1681342887099846,1681342920099667,60,16.9613,22
396,200131866,1,1681342929099688,1681342931099692,60,17.0785,0
397,200134637,1,1681343581599813,1681343592099653,60,18.6616,19
398,200144784,1,1681342878099743,1681342878599769,60,21.6002,34
399,200156052,1,1681342909099766,1681342934599674,60,19.4568,0
400,200173858,1,1681342904599718,1681342936599677,60,19.8598,22
401,200254850,1,1681343034099675,1681343040599606,60,18.1115,31
402,200278040,1,1681342933599689,1681342934599682,60,17.2653,44
403,200319023,1,1681342963599761,1681342965599760,60,17.0365,14
404,200319190,1,1681343030599652,1681343032099682,60,16.9192,19
405,200358545,1,1681342965099745,1681342966599471,60,18.8625,42
406,200360000,1,1681342968599495,1681342969099498,60,17.1621,42
407,200390329,1,1681343038599638,1681343128099709,60,17.4275,30
408,200409751,1,1681343041599594,1681343052099669,60,17.9251,31
409,200551888,1,1681343042099665,1681343046599708,60,18.5933,44
410,200620873,1,1681343156599754,1681343163099649,60,17.247,30
411,200637700,1,1681343259599733,1681343268599853,60,19.5904,19
412,200658986,1,1681343142099591,1681343152099640,60,18.9454,0
413,200661879,1,1681343152099643,1681343153099646,60,16.6844,16
414,200680781,1,1681343084599709,1681343159099635,60,17.0149,34
415,200683370,1,1681343157099747,1681343163599633,60,17.1115,31
416,200706689,1,1681343361599771,1681343362099846,60,17.0797,26
417,200710928,1,1681343197599632,1681343203599722,60,17.1183,48
418,200730877,1,1681343107599731,1681343173099632,60,18.0632,27
419,200756457,1,1681343250599675,1681343253099689,60,18.1768,26
420,200769223,1,1681343818599654,1681343827099689,60,17.9321,19
421,200780059,1,1681343265599679,1681343266099654,60,16.6977,19
422,200792336,1,1681343372599762,1681343374599715,60,17.307,19
423,200809590,1,1681343250099654,1681343266099716,60,19.2831,0
424,200824975,1,1681343154099628,1681343158599663,60,17.9299,44
425,200876690,1,1681343268099722,1681343360599698,60,17.863,30
426,200920267,1,1681343266099804,1681343266599689,60,16.7593,16
427,200931461,1,1681343331099636,1681343331599630,60,17.0445,29
428,200937616,1,1681343195099683,1681343257599692,60,17.4589,34
429,200940319,1,1681343255099636,1681343261099679,60,17.3717,18
430,200951409,1,1681343201099633,1681343201099633,60,16.8879,34
431,200963947,1,1681343282099754,1681343282099754,60,16.6668,0
432,200983454,1,1681343273599686,1681343363099900,60,16.9502,30
433,200986971,1,1681343371599724,1681343382599743,60,21.1599,19
434,200989734,1,1681343229599842,1681343230099475,60,17.1156,42
435,200990762,1,1681343229099451,1681343229599842,60,18.954,42
436,201007820,1,1681343266599689,1681343270099650,60,16.8188,0
437,201014078,1,1681343393599642,1681343396599727,60,18.7075,19
438,201030477,1,1681343282099754,1681343367099745,60,18.8805,30
439,201037665,1,1681343339599797,1681343344099783,60,17.7342,28
440,201049394,1,1681343296099683,1681343306099675,60,21.8247,0
441,201056892,1,1681343378099651,1681343382599816,60,17.4583,30
442,201112868,1,1681343356099698,1681343370599731,60,20.8772,0
443,201135528,1,1681343848099684,1681343856099959,60,18.0814,0
444,201137044,1,1681343374099720,1681343384599749,60,20.8501,19
445,201177247,1,1681343372599799,1681343373099786,60,16.8687,26
446,201200241,1,1681343383099675,1681343385099682,60,16.8787,31
447,201207167,1,1681343481599770,1681343496599873,60,18.4784,19
448,201218432,1,1681343376099686,1681343380099805,60,16.8219,31
449,201219619,1,1681343477099590,1681343478599782,60,18.4433,26
450,201227227,1,1681343364599835,1681343365099815,60,16.8692,26
